"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 41";0,0416466666884917;0,831193183768127;53,2871970299926
"facteur 42";0,0415850613789928;0,829963651673219;54,1171606816658
"facteur 43";0,04115821931398;0,82144464539505;54,9386053270609
"facteur 44";0,0409985230788155;0,818257393384341;55,7568627204452
"facteur 45";0,040404884443621;0,806409425073076;56,5632721455183
"facteur 46";0,0401245103734301;0,800813658723008;57,3640858042413
"facteur 47";0,0392140164231371;0,782641823483315;58,1467276277246
"facteur 48";0,0389051787174746;0,776477973738571;58,9232056014632
"facteur 49";0,0377694514532611;0,753810883291816;59,677016484755
"facteur 50";0,0367189784278027;0,732845315386365;60,4098618001414
"facteur 51";0,0366592819551096;0,731653880269392;61,1415156804108
"facteur 52";0,0362006644939333;0,72250069376018;61,864016374171
"facteur 53";0,0358498483119503;0,715499028503247;62,5795154026742
"facteur 54";0,0353863919716616;0,706249266597849;63,2857646692721
"facteur 55";0,0351377766396668;0,701287348015503;63,9870520172876
"facteur 56";0,034284520841224;0,684257884193559;64,6713099014811
"facteur 57";0,0338030836058579;0,674649255694149;65,3459591571753
"facteur 58";0,0336344844774188;0,671284317813381;66,0172434749886
"facteur 59";0,0329480136832301;0,657583585189244;66,6748270601779
"facteur 60";0,0327394271995815;0,653420571022189;67,3282476312001
"facteur 61";0,0322065204892665;0,642784703606644;67,9710323348067
"facteur 62";0,0320535963635437;0,639732610821277;68,610764945628
"facteur 63";0,0316240385332911;0,631159402712912;69,2419243483409
"facteur 64";0,0313144389609279;0,624980347467732;69,8669046958086
"facteur 65";0,0305892386309988;0,610506642390393;70,477411338199
"facteur 66";0,0303353510442014;0,605439499006078;71,0828508372051
"facteur 67";0,0301920345161333;0,60257915673325;71,6854299939384
"facteur 68";0,0296863242274651;0,592486081384711;72,2779160753231
"facteur 69";0,0290483135318361;0,579752525891671;72,8576686012147
"facteur 70";0,0286539512932046;0,571881759015229;73,42955036023
"facteur 71";0,0283292593682895;0,565401487332681;73,9949518475627
"facteur 72";0,0280356540980067;0,559541649828688;74,5544934973913
"facteur 73";0,027817465340385;0,555186991400284;75,1096804887916
"facteur 74";0,0275372759219649;0,549594910370205;75,6592753991618
"facteur 75";0,0273895793905293;0,546647151042581;76,2059225502044
"facteur 76";0,0268248600719526;0,535376360708889;76,7412989109133
"facteur 77";0,0263906343293036;0,526709989395042;77,2680089003083
"facteur 78";0,0261688982542844;0,522284532838578;77,7902934331469
"facteur 79";0,0257560997066016;0,514045810117506;78,3043392432644
"facteur 80";0,0254745944896489;0,508427468095649;78,8127667113601
"facteur 81";0,0251382653862395;0,50171493908708;79,3144816504472
"facteur 82";0,0248295107097263;0,495552746456062;79,8100343969032
"facteur 83";0,0245650004638607;0,490273593743917;80,3003079906471
"facteur 84";0,0242624503509038;0,484235233134674;80,7845432237818
"facteur 85";0,02392434082279;0,477487170024671;81,2620303938065
"facteur 86";0,0234562688639696;0,468145288606054;81,7301756824125
"facteur 87";0,0233601113579517;0,466226156297865;82,1964018387104
"facteur 88";0,0228091693878301;0,455230337265285;82,6516321759757
"facteur 89";0,0222990174531143;0,445048614584005;83,0966807905597
"facteur 90";0,0215223861457212;0,429548438931666;83,5262292294913
"facteur 91";0,0214036255974558;0,427178190216274;83,9534074197076
"facteur 92";0,0213545233249891;0,426198196439411;84,379605616147
"facteur 93";0,0208817604828335;0,416762693356346;84,7963683095034
"facteur 94";0,0206344275929872;0,411826370031851;85,2081946795352
"facteur 95";0,0203258681136664;0,405668073188627;85,6138627527239
"facteur 96";0,0201663937297696;0,402485248933518;86,0163480016574
"facteur 97";0,020010433088115;0,399372552706253;86,4157205543636
"facteur 98";0,0199419253148737;0,398005259746669;86,8137258141103
"facteur 99";0,0195416380403877;0,390016239722796;87,2037420538331
"facteur 100";0,018726921308509;0,373755946929027;87,5774980007621
"facteur 101";0,0185653541516306;0,370531354657991;87,9480293554201
"facteur 102";0,0182944343414468;0,365124278474514;88,3131536338946
"facteur 103";0,0181003254585718;0,361250211395836;88,6744038452905
"facteur 104";0,0175479868442526;0,350226517836204;89,0246303631267
"facteur 105";0,017243664613744;0,344152788921478;89,3687831520482
"facteur 106";0,017127869271837;0,341841720436092;89,7106248724842
"facteur 107";0,0168297047460421;0,335890888324223;90,0465157608085
"facteur 108";0,0167825268878435;0,334949302423657;90,3814650632321
"facteur 109";0,0162083380058795;0,3234895164952;90,7049545797273
"facteur 110";0,0158798787857552;0,316934056319835;91,0218886360472
"facteur 111";0,0157495997916711;0,314333919970848;91,336222556018
"facteur 112";0,0155148880398877;0,309649492050316;91,6458720480683
"facteur 113";0,0153032766159128;0,305426105469801;91,9512981535381
"facteur 114";0,0150606480080402;0,300583671222678;92,2518818247608
"facteur 115";0,0146117456143003;0,291624380131155;92,543506204892
"facteur 116";0,0144083599151392;0,287565164346057;92,831071369238
"facteur 117";0,0142241746549192;0,283889155075242;93,1149605243133
"facteur 118";0,0140544277154592;0,280501308933799;93,3954618332471
"facteur 119";0,0138645838423717;0,276712363843169;93,6721741970902
"facteur 120";0,0134706909186423;0,268850963655075;93,9410251607453
"facteur 121";0,0134376294735022;0,26819111618033;94,2092162769256
"facteur 122";0,0132857603693964;0,265160079744643;94,4743763566703
"facteur 123";0,0130831091392593;0,261115522651224;94,7354918793215
"facteur 124";0,0125721536196645;0,25091776184908;94,9864096411706
"facteur 125";0,0124058862887586;0,247599362487949;95,2340090036585
"facteur 126";0,0122157580335941;0,243804741638302;95,4778137452968
"facteur 127";0,0118911021258212;0,237325188793668;95,7151389340905
"facteur 128";0,0115279587316262;0,230077494368494;95,945216428459
"facteur 129";0,0113151171278899;0,225829555594156;96,1710459840531
"facteur 130";0,0111714125952596;0,222961469442334;96,3940074534955
"facteur 131";0,010991423873991;0,219369215603807;96,6133766690993
"facteur 132";0,010834797176714;0,216243226094333;96,8296198951936
"facteur 133";0,0106161275543889;0,211878970464146;97,0414988656578
"facteur 134";0,0100922106383683;0,201422523308016;97,2429213889658
"facteur 135";0,00985005252226179;0,196589479237349;97,4395108682031
"facteur 136";0,00968409196408925;0,1932772025128;97,6327880707159
"facteur 137";0,00940899463581635;0,187786750519521;97,8205748212355
"facteur 138";0,00933055331686303;0,186221201705555;98,006796022941
"facteur 139";0,00913004049726193;0,182219323472246;98,1890153464133
"facteur 140";0,00893302913826291;0,178287328147152;98,3673026745604
"facteur 141";0,00867332700425491;0,173104136771667;98,5404068113321
"facteur 142";0,00849938935991046;0,169632651635505;98,7100394629676
"facteur 143";0,00800183595825328;0,159702373202625;98,8697418361702
"facteur 144";0,0078099081816074;0,155871837113937;99,0256136732841
"facteur 145";0,00760901992230634;0,151862465773872;99,177476139058
"facteur 146";0,00756176967337647;0,15091943508343;99,3283955741414
"facteur 147";0,00737268646980066;0,14714567159948;99,4755412457409
"facteur 148";0,00714585626222668;0,142618545243404;99,6181597909843
"facteur 149";0,00700757745983807;0,139858746989567;99,7580185379739
"facteur 150";0,00621161209164762;0,123972697969028;99,8819912359429
"facteur 151";0,00591279110438125;0,118008764057091;100
