"V1";"V2";"V3";"V4";"V5";"V6"
"0";"17";"0.00";"-3.46";"patata";"0.063003644"
"1";"27";"3.70";"-3.43";"conto";"0.064182763"
"0";"16";"0.00";"-3.22";"riuscire";"0.072646315"
"0";"16";"0.00";"-3.22";"pessimo";"0.072646315"
"0";"16";"0.00";"-3.22";"curare";"0.072646315"
"0";"16";"0.00";"-3.22";"tagliare";"0.072646315"
"0";"16";"0.00";"-3.22";"acqua";"0.072646315"
"4";"50";"8.00";"-3.18";"altro";"0.074475657"
"1";"26";"3.85";"-3.18";"troppo";"0.074474425"
"0";"15";"0.00";"-2.99";"nuovo";"0.083660939"
"0";"15";"0.00";"-2.99";"squisito";"0.083660939"
"0";"15";"0.00";"-2.99";"insomma";"0.083660939"
"1";"25";"4.00";"-2.94";"euro";"0.086226553"
"3";"41";"7.32";"-2.80";"solo";"0.094375666"
"0";"14";"0.00";"-2.77";"cioccolato";"0.096243306"
"0";"14";"0.00";"-2.77";"ragazza|ragazzo";"0.096243306"
"0";"14";"0.00";"-2.77";"famiglia";"0.096243306"
"3";"40";"7.50";"-2.57";"amico";"0.109097686"
"0";"13";"0.00";"-2.55";"entrare";"0.110622376"
"0";"13";"0.00";"-2.55";"invece";"0.110622376"
"1";"23";"4.35";"-2.49";"mettere";"0.114881773"
"1";"23";"4.35";"-2.49";"comunque";"0.114881773"
"4";"47";"8.51";"-2.46";"due";"0.116851185"
"0";"12";"0.00";"-2.33";"sushi";"0.127068355"
"0";"12";"0.00";"-2.33";"sedere";"0.127068355"
"0";"12";"0.00";"-2.33";"polpetta";"0.127068355"
"0";"12";"0.00";"-2.33";"capitare";"0.127068355"
"0";"12";"0.00";"-2.33";"fermare";"0.127068355"
"0";"12";"0.00";"-2.33";"cocktail";"0.127068355"
"0";"12";"0.00";"-2.33";"livello";"0.127068355"
"0";"12";"0.00";"-2.33";"evitare";"0.127068355"
"1";"22";"4.55";"-2.27";"carciofo";"0.132230474"
"1";"22";"4.55";"-2.27";"chiedere";"0.132230474"
"1";"22";"4.55";"-2.27";"pesce";"0.132230474"
"2";"30";"6.67";"-2.12";"ordinare";"0.145104148"
"2";"30";"6.67";"-2.12";"arrivare";"0.145104148"
"2";"30";"6.67";"-2.12";"serata";"0.145104148"
"2";"30";"6.67";"-2.12";"menù";"0.145104148"
"0";"11";"0.00";"-2.11";"carta";"0.145903686"
"0";"11";"0.00";"-2.11";"salato";"0.145903686"
"0";"11";"0.00";"-2.11";"quindi";"0.145903686"
"0";"11";"0.00";"-2.11";"prenotazione";"0.145903686"
"0";"11";"0.00";"-2.11";"neanche";"0.145903686"
"0";"11";"0.00";"-2.11";"salso";"0.145903686"
"0";"11";"0.00";"-2.11";"ordine";"0.145903686"
"0";"11";"0.00";"-2.11";"appena";"0.145903686"
"0";"11";"0.00";"-2.11";"inoltre";"0.145903686"
"0";"11";"0.00";"-2.11";"offerta";"0.145903686"
"1";"21";"4.76";"-2.05";"lasciare";"0.151937897"
"4";"45";"8.89";"-2.03";"dolce";"0.154415741"
"*****";"*";"*";"*";"*";"*"
"3";"45";"6.67";"-3.81";"all";"0.05085688"
"0";"15";"0.00";"-2.99";"e_che";"0.08366094"
"0";"11";"0.00";"-2.11";"sono_stati";"0.14590369"
"*";"*";"*";"*";"*";"*"
"**";"classe";"4";"**";"";""
"****";"15";"121";"12.4";"****";""
"7";"98";"7.14";"-13.10";"ottimo";"0.0002946349"
"3";"73";"4.11";"-11.64";"personale";"0.0006464788"
"1";"48";"2.08";" -7.79";"romano";"0.0052463040"
"1";"44";"2.27";" -6.53";"consigliare";"0.0106330943"
"0";"32";"0.00";" -6.16";"atmosfera";"0.0130933335"
"4";"67";"5.97";" -5.71";"primo";"0.0168737171"
"0";"30";"0.00";" -5.64";"casa";"0.0175069447"
"1";"40";"2.50";" -5.39";"buonissimo";"0.0202632045"
"1";"40";"2.50";" -5.39";"carino";"0.0202632045"
"0";"28";"0.00";" -5.16";"pepe";"0.0231768143"
"0";"28";"0.00";" -5.16";"ingrediente";"0.0231768143"
"8";"92";"8.70";" -4.84";"buono";"0.0277796807"
"0";"26";"0.00";" -4.69";"cacio";"0.0304058790"
"0";"26";"0.00";" -4.69";"sentire";"0.0304058790"
"0";"26";"0.00";" -4.69";"alto";"0.0304058790"
"0";"25";"0.00";" -4.46";"pasta";"0.0347173849"
"2";"45";"4.44";" -4.17";"roma";"0.0410987433"
"1";"34";"2.94";" -3.89";"accogliente";"0.0484864769"
"0";"22";"0.00";" -3.81";"carciofo";"0.0510988163"
"0";"22";"0.00";" -3.81";"tradizione";"0.0510988163"
"0";"22";"0.00";" -3.81";"giusto";"0.0510988163"
"0";"22";"0.00";" -3.81";"gustoso";"0.0510988163"
"1";"32";"3.12";" -3.44";"veloce";"0.0634897428"
"0";"19";"0.00";" -3.19";"cortese";"0.0741121484"
"1";"30";"3.33";" -3.02";"ambiente";"0.0823809027"
"0";"18";"0.00";" -2.99";"delizioso";"0.0836609393"
"0";"18";"0.00";" -2.99";"condire";"0.0836609393"
"0";"17";"0.00";" -2.80";"abbondante";"0.0943293951"
"0";"17";"0.00";" -2.80";"fritto";"0.0943293951"
"0";"17";"0.00";" -2.80";"interno";"0.0943293951"
"0";"17";"0.00";" -2.80";"patata";"0.0943293951"
"0";"16";"0.00";" -2.61";"birra";"0.1062477316"
"0";"16";"0.00";" -2.61";"leggero";"0.1062477316"
"0";"16";"0.00";" -2.61";"semplice";"0.1062477316"
"0";"16";"0.00";" -2.61";"idea";"0.1062477316"
"0";"15";"0.00";" -2.42";"valere";"0.1195645873"
"0";"15";"0.00";" -2.42";"stile";"0.1195645873"
"0";"14";"0.00";" -2.24";"mercato";"0.1344509250"
"0";"14";"0.00";" -2.24";"pizzeria";"0.1344509250"
"0";"14";"0.00";" -2.24";"cioccolato";"0.1344509250"
"0";"14";"0.00";" -2.24";"ritornare";"0.1344509250"
"0";"14";"0.00";" -2.24";"vicino";"0.1344509250"
"0";"14";"0.00";" -2.24";"niente";"0.1344509250"
"0";"14";"0.00";" -2.24";"gentilezza";"0.1344509250"
"1";"26";"3.85";" -2.23";"pieno";"0.1354028866"
"0";"13";"0.00";" -2.06";"supplì";"0.1511051544"
"0";"13";"0.00";" -2.06";"possibilità";"0.1511051544"
"0";"13";"0.00";" -2.06";"rendere";"0.1511051544"
"1";"25";"4.00";" -2.05";"soprattutto";"0.1526355833"
"2";"35";"5.71";" -2.02";"gusto";"0.1547433640"
"*****";"*";"*";"*";"*";"*"
"8";"90";"8.89";"-3.98";"l";"0.04603663"
"0";"13";"0.00";"-2.06";"dall";"0.15110515"
"*";"*";"*";"*";"*";"*"
"0";"14";"0";"-2.24";"*RATING_5";"0.1344509"
"0";"13";"0";"-2.06";"*RATING_4.2";"0.1511052"
"0";"13";"0";"-2.06";"*RATING_4.4";"0.1511052"
"**";"classe";"5";"**";"";""
"****";"18";"121";"14.88";"****";""
" 0";"28";" 0.00";"-6.37";"pepe";"0.01162996"
" 0";"26";" 0.00";"-5.79";"cacio";"0.01614305"
" 0";"23";" 0.00";"-4.96";"rapporto";"0.02589899"
" 0";"22";" 0.00";"-4.70";"carciofo";"0.03017966"
" 3";"48";" 6.25";"-4.68";"romano";"0.03060367"
" 2";"40";" 5.00";"-4.60";"pizza";"0.03192682"
" 0";"21";" 0.00";"-4.44";"carbonaro";"0.03509427"
" 0";"19";" 0.00";"-3.94";"passare";"0.04718184"
" 0";"18";" 0.00";"-3.70";"fuori";"0.05456424"
" 8";"77";"10.39";"-3.37";"mangiare";"0.06656434"
" 2";"35";" 5.71";"-3.26";"gusto";"0.07080890"
" 0";"16";" 0.00";"-3.22";"discreto";"0.07264632"
" 0";"15";" 0.00";"-2.99";"squisito";"0.08366094"
" 0";"15";" 0.00";"-2.99";"abbastanza";"0.08366094"
" 0";"15";" 0.00";"-2.99";"valere";"0.08366094"
" 1";"25";" 4.00";"-2.94";"pasta";"0.08622655"
" 0";"14";" 0.00";"-2.77";"mercato";"0.09624331"
"11";"92";"11.96";"-2.58";"prezzo";"0.10796316"
" 0";"13";" 0.00";"-2.55";"supplì";"0.11062238"
" 0";"13";" 0.00";"-2.55";"croccante";"0.11062238"
" 0";"13";" 0.00";"-2.55";"vecchio";"0.11062238"
" 0";"13";" 0.00";"-2.55";"base";"0.11062238"
" 1";"23";" 4.35";"-2.49";"friggere";"0.11488177"
" 1";"23";" 4.35";"-2.49";"forse";"0.11488177"
" 0";"12";" 0.00";"-2.33";"quartiere";"0.12706836"
" 0";"12";" 0.00";"-2.33";"parlare";"0.12706836"
" 0";"12";" 0.00";"-2.33";"capitare";"0.12706836"
" 0";"12";" 0.00";"-2.33";"pena";"0.12706836"
" 0";"12";" 0.00";"-2.33";"ormai";"0.12706836"
" 0";"12";" 0.00";"-2.33";"impeccabile";"0.12706836"
" 1";"22";" 4.55";"-2.27";"tradizione";"0.13223047"
" 0";"11";" 0.00";"-2.11";"forno";"0.14590369"
" 0";"11";" 0.00";"-2.11";"vivamente";"0.14590369"
" 0";"11";" 0.00";"-2.11";"onesto";"0.14590369"
"*****";"*";"*";"*";"*";"*"
"*";"*";"*";"*";"*";"*"
"**";"classe";"6";"**";"";""
"****";"22";"121";"18.18";"****";""
" 4";"55";" 7.27";"-8.07";"trovare";"0.004508698"
" 3";"45";" 6.67";"-6.39";"roma";"0.011501674"
" 0";"21";" 0.00";"-5.65";"prodotto";"0.017488585"
" 0";"20";" 0.00";"-5.32";"assaggiare";"0.021027249"
" 2";"33";" 6.06";"-4.48";"qui";"0.034264008"
" 2";"31";" 6.45";"-3.86";"assolutamente";"0.049596808"
" 5";"50";"10.00";"-3.83";"altro";"0.050207753"
" 1";"23";" 4.35";"-3.65";"forse";"0.055955492"
" 3";"37";" 8.11";"-3.64";"volere";"0.056549539"
" 0";"14";" 0.00";"-3.52";"mercato";"0.060699347"
" 1";"21";" 4.76";"-3.08";"piacere";"0.079445117"
" 0";"12";" 0.00";"-2.96";"sushi";"0.085335028"
" 0";"12";" 0.00";"-2.96";"preferire";"0.085335028"
" 0";"12";" 0.00";"-2.96";"cocktail";"0.085335028"
" 0";"12";" 0.00";"-2.96";"pomodoro";"0.085335028"
" 0";"12";" 0.00";"-2.96";"sorpresa";"0.085335028"
" 0";"12";" 0.00";"-2.96";"frequentare";"0.085335028"
" 3";"34";" 8.82";"-2.78";"anno";"0.095217136"
" 0";"11";" 0.00";"-2.69";"attesa";"0.101050256"
" 0";"11";" 0.00";"-2.69";"pensare";"0.101050256"
" 0";"11";" 0.00";"-2.69";"occasione";"0.101050256"
" 1";"19";" 5.26";"-2.53";"spesso";"0.111796693"
" 1";"19";" 5.26";"-2.53";"vero";"0.111796693"
"13";"88";"14.77";"-2.52";"tutto";"0.112351198"
" 2";"26";" 7.69";"-2.45";"ogni";"0.117570346"
" 0";"10";" 0.00";"-2.42";"gelato";"0.119609840"
" 0";"10";" 0.00";"-2.42";"riso";"0.119609840"
" 0";"10";" 0.00";"-2.42";"banco";"0.119609840"
" 0";"10";" 0.00";"-2.42";"saporire";"0.119609840"
" 0";"10";" 0.00";"-2.42";"aprire";"0.119609840"
" 0";"10";" 0.00";"-2.42";"professionalità";"0.119609840"
" 0";"10";" 0.00";"-2.42";"continuare";"0.119609840"
" 0";" 9";" 0.00";"-2.16";"pecca";"0.141578863"
" 0";" 9";" 0.00";"-2.16";"condimento";"0.141578863"
" 0";" 9";" 0.00";"-2.16";"bevanda";"0.141578863"
" 0";" 9";" 0.00";"-2.16";"gestire";"0.141578863"
" 0";" 9";" 0.00";"-2.16";"bicchiere";"0.141578863"
" 0";" 9";" 0.00";"-2.16";"visita";"0.141578863"
" 0";" 9";" 0.00";"-2.16";"ieri";"0.141578863"
" 7";"55";"12.73";"-2.02";"sempre";"0.155580348"
" 1";"17";" 5.88";"-2.01";"vi";"0.156126990"
"*****";"*";"*";"*";"*";"*"
"*";"*";"*";"*";"*";"*"
"**";"classe";"7";"**";"";""
"****";"16";"121";"13.22";"****";""
" 2";" 71";" 2.82";"-16.22";"servizio";"5.653813e-05"
" 1";" 59";" 1.69";"-13.34";"piatto";"2.603315e-04"
" 0";" 50";" 0.00";"-12.98";"ristorante";"3.140678e-04"
" 0";" 48";" 0.00";"-12.12";"cena";"4.978558e-04"
" 1";" 48";" 2.08";" -8.60";"cucina";"3.353520e-03"
" 7";" 88";" 7.95";" -7.81";"locale";"5.208514e-03"
" 0";" 34";" 0.00";" -7.21";"tavolo";"7.267271e-03"
" 0";" 34";" 0.00";" -7.21";"pranzo";"7.267271e-03"
" 0";" 34";" 0.00";" -7.21";"antipasto";"7.267271e-03"
" 0";" 33";" 0.00";" -6.91";"vino";"8.550979e-03"
" 0";" 32";" 0.00";" -6.63";"cameriere";"1.003075e-02"
" 0";" 30";" 0.00";" -6.08";"serata";"1.368375e-02"
" 0";" 30";" 0.00";" -6.08";"menù";"1.368375e-02"
" 0";" 29";" 0.00";" -5.81";"secondo";"1.591711e-02"
" 0";" 28";" 0.00";" -5.55";"pepe";"1.846745e-02"
" 1";" 38";" 2.63";" -5.42";"disponibile";"1.995392e-02"
" 3";" 55";" 5.45";" -5.30";"cibo";"2.128441e-02"
" 4";" 62";" 6.45";" -5.08";"gentile";"2.418768e-02"
" 0";" 26";" 0.00";" -5.05";"cacio";"2.467979e-02"
" 0";" 25";" 0.00";" -4.80";"pagare";"2.843353e-02"
" 0";" 24";" 0.00";" -4.56";"carne";"3.268882e-02"
" 2";" 44";" 4.55";" -4.54";"porre";"3.315999e-02"
" 1";" 34";" 2.94";" -4.36";"servire";"3.686343e-02"
" 5";" 67";" 7.46";" -4.34";"primo";"3.719382e-02"
" 0";" 22";" 0.00";" -4.10";"carciofo";"4.295037e-02"
" 0";" 22";" 0.00";" -4.10";"tradizione";"4.295037e-02"
"11";"103";"10.68";" -3.90";"molto";"4.817771e-02"
" 1";" 32";" 3.12";" -3.87";"veloce";"4.926656e-02"
" 0";" 20";" 0.00";" -3.65";"musico";"5.603193e-02"
" 0";" 20";" 0.00";" -3.65";"cenare";"5.603193e-02"
" 2";" 40";" 5.00";" -3.52";"pizza";"6.058663e-02"
" 1";" 30";" 3.33";" -3.40";"arrivare";"6.518917e-02"
" 3";" 48";" 6.25";" -3.37";"romano";"6.633369e-02"
" 0";" 18";" 0.00";" -3.22";"condire";"7.264632e-02"
" 0";" 18";" 0.00";" -3.22";"quantità";"7.264632e-02"
" 5";" 63";" 7.94";" -3.20";"tornare";"7.358266e-02"
" 1";" 29";" 3.45";" -3.18";"menu";"7.472812e-02"
" 0";" 17";" 0.00";" -3.01";"prenotare";"8.255246e-02"
" 0";" 16";" 0.00";" -2.81";"già";"9.370089e-02"
" 0";" 16";" 0.00";" -2.81";"freddo";"9.370089e-02"
" 0";" 16";" 0.00";" -2.81";"tagliare";"9.370089e-02"
" 0";" 16";" 0.00";" -2.81";"cucinare";"9.370089e-02"
" 1";" 27";" 3.70";" -2.74";"portare";"9.757339e-02"
" 1";" 27";" 3.70";" -2.74";"conto";"9.757339e-02"
" 0";" 15";" 0.00";" -2.61";"stile";"1.062477e-01"
" 0";" 14";" 0.00";" -2.41";"panino";"1.203730e-01"
" 0";" 14";" 0.00";" -2.41";"mercato";"1.203730e-01"
" 0";" 14";" 0.00";" -2.41";"pizzeria";"1.203730e-01"
" 0";" 14";" 0.00";" -2.41";"ritornare";"1.203730e-01"
" 0";" 14";" 0.00";" -2.41";"vicino";"1.203730e-01"
" 0";" 14";" 0.00";" -2.41";"pollo";"1.203730e-01"
" 0";" 14";" 0.00";" -2.41";"consigliatissimo";"1.203730e-01"
" 0";" 13";" 0.00";" -2.22";"supplì";"1.362860e-01"
" 0";" 13";" 0.00";" -2.22";"spendere";"1.362860e-01"
" 0";" 13";" 0.00";" -2.22";"pietanza";"1.362860e-01"
" 0";" 13";" 0.00";" -2.22";"croccante";"1.362860e-01"
" 1";" 24";" 4.17";" -2.14";"vedere";"1.435061e-01"
" 3";" 42";" 7.14";" -2.07";"venire";"1.499651e-01"
" 2";" 33";" 6.06";" -2.03";"qui";"1.543556e-01"
" 2";" 33";" 6.06";" -2.03";"qualche";"1.543556e-01"
" 0";" 12";" 0.00";" -2.03";"sedere";"1.542326e-01"
" 0";" 12";" 0.00";" -2.03";"nessuno";"1.542326e-01"
" 0";" 12";" 0.00";" -2.03";"preferire";"1.542326e-01"
" 0";" 12";" 0.00";" -2.03";"cocktail";"1.542326e-01"
" 0";" 12";" 0.00";" -2.03";"pomodoro";"1.542326e-01"
" 0";" 12";" 0.00";" -2.03";"dire_che";"1.542326e-01"
" 0";" 12";" 0.00";" -2.03";"livello";"1.542326e-01"
" 0";" 12";" 0.00";" -2.03";"impeccabile";"1.542326e-01"
" 0";" 12";" 0.00";" -2.03";"frequentare";"1.542326e-01"
"*****";"*";"*";"*";"*";"*"
"2";"41";"4.88";"-3.76";"in_questo";"0.05237983"
"3";"45";"6.67";"-2.68";"all";"0.10135930"
"0";"14";"0.00";"-2.41";"nell";"0.12037299"
"*";"*";"*";"*";"*";"*"
"0";"12";"0";"-2.03";"*RATING_4.6";"0.1542326"
