"V1";"V2";"V3";"V4";"V5";"V6"
" 3";" 6";" 50.00";" 4.30";"sottile";"3.819366e-02"
" 3";" 6";" 50.00";" 4.30";"aspetto";"3.819366e-02"
" 3";" 6";" 50.00";" 4.30";"tortino";"3.819366e-02"
" 3";" 6";" 50.00";" 4.30";"mare";"3.819366e-02"
" 3";" 6";" 50.00";" 4.30";"rucola";"3.819366e-02"
" 3";" 6";" 50.00";" 4.30";"luce";"3.819366e-02"
"13";"48";" 27.08";" 4.24";"cena";"3.953245e-02"
" 5";"13";" 38.46";" 4.03";"resto";"4.478731e-02"
"10";"34";" 29.41";" 4.01";"pranzo";"4.526363e-02"
" 7";"21";" 33.33";" 3.92";"ampio";"4.767810e-02"
" 6";"17";" 35.29";" 3.89";"abbondante";"4.847580e-02"
"12";"44";" 27.27";" 3.84";"scelta";"5.000564e-02"
" 9";"30";" 30.00";" 3.75";"ordinare";"5.295818e-02"
" 9";"30";" 30.00";" 3.75";"ambiente";"5.295818e-02"
"10";"35";" 28.57";" 3.57";"veramente";"5.871643e-02"
"11";"40";" 27.50";" 3.49";"pizza";"6.182749e-02"
"11";"40";" 27.50";" 3.49";"carino";"6.182749e-02"
" 4";"10";" 40.00";" 3.49";"purtroppo";"6.180446e-02"
" 4";"10";" 40.00";" 3.49";"positivo";"6.180446e-02"
" 4";"10";" 40.00";" 3.49";"recensioni";"6.180446e-02"
"12";"45";" 26.67";" 3.47";"dolce";"6.259524e-02"
" 7";"22";" 31.82";" 3.36";"carciofo";"6.675302e-02"
" 6";"18";" 33.33";" 3.26";"quasi";"7.085010e-02"
"15";"62";" 24.19";" 3.09";"gentile";"7.881670e-02"
" 8";"27";" 29.63";" 3.06";"conto";"8.015205e-02"
" 3";" 7";" 42.86";" 3.04";"raffinato";"8.118563e-02"
" 3";" 7";" 42.86";" 3.04";"inizio";"8.118563e-02"
" 3";" 7";" 42.86";" 3.04";"alice";"8.118563e-02"
" 9";"32";" 28.12";" 2.89";"veloce";"8.905322e-02"
" 2";" 4";" 50.00";" 2.82";"assaggio";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"settimana";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"pur";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"polpo";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"elegante";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"sedia";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"gambero";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"dettaglio";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"colpire";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"tiepido";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"superbo";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"semplicemente";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"rispecchiare";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"fetta";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"bufalo";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"soldo";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"sconto";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"puntuale";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"principale";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"meraviglioso";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"grana";"9.337004e-02"
" 2";" 4";" 50.00";" 2.82";"giudeo";"9.337004e-02"
"15";"63";" 23.81";" 2.80";"tornare";"9.437218e-02"
"12";"47";" 25.53";" 2.79";"prendere";"9.479861e-02"
" 4";"11";" 36.36";" 2.69";"trattoria";"1.010503e-01"
" 4";"11";" 36.36";" 2.69";"pane";"1.010503e-01"
" 4";"11";" 36.36";" 2.69";"carta";"1.010503e-01"
" 4";"11";" 36.36";" 2.69";"salato";"1.010503e-01"
" 4";"11";" 36.36";" 2.69";"pezzo";"1.010503e-01"
" 4";"11";" 36.36";" 2.69";"staff";"1.010503e-01"
" 4";"11";" 36.36";" 2.69";"appena";"1.010503e-01"
" 8";"28";" 28.57";" 2.64";"pepe";"1.039772e-01"
" 5";"15";" 33.33";" 2.64";"squisito";"1.040474e-01"
" 5";"15";" 33.33";" 2.64";"abbastanza";"1.040474e-01"
" 5";"15";" 33.33";" 2.64";"stile";"1.040474e-01"
"18";"82";" 21.95";" 2.43";"qualità";"1.190389e-01"
" 7";"24";" 29.17";" 2.43";"vedere";"1.191521e-01"
" 6";"20";" 30.00";" 2.25";"soddisfare";"1.336477e-01"
" 3";" 8";" 37.50";" 2.15";"fatto";"1.426601e-01"
" 3";" 8";" 37.50";" 2.15";"cicoria";"1.426601e-01"
" 3";" 8";" 37.50";" 2.15";"sotto";"1.426601e-01"
" 3";" 8";" 37.50";" 2.15";"avviso";"1.426601e-01"
" 3";" 8";" 37.50";" 2.15";"spaghetto";"1.426601e-01"
" 3";" 8";" 37.50";" 2.15";"lista";"1.426601e-01"
" 5";"16";" 31.25";" 2.12";"discreto";"1.457002e-01"
" 5";"16";" 31.25";" 2.12";"curare";"1.457002e-01"
" 5";"16";" 31.25";" 2.12";"non_sono";"1.457002e-01"
" 5";"16";" 31.25";" 2.12";"idea";"1.457002e-01"
" 5";"16";" 31.25";" 2.12";"ultimo";"1.457002e-01"
" 4";"12";" 33.33";" 2.06";"caffè";"1.516350e-01"
" 4";"12";" 33.33";" 2.06";"quartiere";"1.516350e-01"
" 4";"12";" 33.33";" 2.06";"impeccabile";"1.516350e-01"
"*****";"*";"*";"*";"*";"*"
"12";"41";"29.27";"5.12";"in_questo";"0.02360199"
"*";"*";"*";"*";"*";"*"
"3";"4";"75";"8.98";"*RATING_2.6";"0.002733503"
"**";"classe";"7";"**";"";""
"****";"16";"121";"13.22";"****";""
" 7";" 7";"100.00";"48.76";"gelateria";"2.895419e-12"
" 8";" 9";" 88.89";"48.51";"panna";"3.278853e-12"
" 8";"10";" 80.00";"42.36";"gelato";"7.585188e-11"
" 9";"14";" 64.29";"35.97";"cioccolato";"1.999021e-09"
" 4";" 4";"100.00";"27.15";"gelaterie";"1.885151e-07"
" 6";" 9";" 66.67";"24.20";"torta";"8.671639e-07"
" 5";" 7";" 71.43";"21.94";"pasticceria";"2.818246e-06"
" 4";" 5";" 80.00";"20.27";"zabaione";"6.731724e-06"
" 3";" 3";"100.00";"20.19";"crema|creme";"7.019079e-06"
"11";"34";" 32.35";"15.08";"anno";"1.030000e-04"
" 5";"10";" 50.00";"12.85";"crema";"3.376393e-04"
" 4";" 7";" 57.14";"12.49";"qualita";"4.091574e-04"
"11";"40";" 27.50";"10.61";"buonissimo";"1.122226e-03"
" 4";" 8";" 50.00";"10.10";"artigianale";"1.484822e-03"
" 3";" 5";" 60.00";" 9.95";"consegna";"1.612544e-03"
" 2";" 3";" 66.67";" 7.66";"crepes";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"indietro";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"nutella";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"mignon";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"maritozzo";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"mani|mano";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"saluto";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"gentilissima";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"fondente";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"entusiasta";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"dunque";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"cremoso";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"bomba";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"altrove";"5.654272e-03"
" 2";" 3";" 66.67";" 7.66";"affogare";"5.654272e-03"
" 3";" 6";" 50.00";" 7.44";"pistacchio";"6.374340e-03"
" 9";"35";" 25.71";" 6.70";"mai";"9.662487e-03"
" 3";" 7";" 42.86";" 5.69";"non_solo";"1.709903e-02"
" 3";" 7";" 42.86";" 5.69";"solito";"1.709903e-02"
" 3";" 7";" 42.86";" 5.69";"anzi";"1.709903e-02"
" 6";"21";" 28.57";" 5.22";"piacere";"2.237249e-02"
" 2";" 4";" 50.00";" 4.88";"biscotto";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"cornetto";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"recensione";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"mattina|mattino";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"insapore|insaporo";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"di_una_volta";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"sinceramente";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"salvo";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"latta|latte";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"freschezza";"2.723150e-02"
" 2";" 4";" 50.00";" 4.88";"buttare";"2.723150e-02"
" 4";"12";" 33.33";" 4.69";"scoprire";"3.025079e-02"
" 4";"12";" 33.33";" 4.69";"sorpresa";"3.025079e-02"
" 6";"22";" 27.27";" 4.63";"via";"3.149954e-02"
" 5";"17";" 29.41";" 4.52";"grazia";"3.355306e-02"
" 3";" 8";" 37.50";" 4.40";"crudo";"3.594091e-02"
"10";"47";" 21.28";" 4.34";"prendere";"3.714227e-02"
" 8";"35";" 22.86";" 3.98";"gusto";"4.595673e-02"
" 4";"13";" 30.77";" 3.91";"entrare";"4.806381e-02"
" 3";" 9";" 33.33";" 3.43";"bambino";"6.414167e-02"
" 5";"19";" 26.32";" 3.37";"poi";"6.651096e-02"
" 2";" 5";" 40.00";" 3.26";"colazione";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"rustico";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"superiore";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"versione";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"sublime";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"felice";"7.103446e-02"
" 2";" 5";" 40.00";" 3.26";"colore";"7.103446e-02"
" 4";"15";" 26.67";" 2.70";"squisito";"1.005460e-01"
" 3";"10";" 30.00";" 2.67";"positivo";"1.020058e-01"
" 3";"10";" 30.00";" 2.67";"accogliere";"1.020058e-01"
" 4";"16";" 25.00";" 2.23";"idea";"1.354746e-01"
" 2";" 6";" 33.33";" 2.23";"ripieno";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"modico";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"vita";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"fila|filo";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"gestione";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"consegnare";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"chiamare";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"aiutare";"1.357914e-01"
" 2";" 6";" 33.33";" 2.23";"esagerare";"1.357914e-01"
" 9";"48";" 18.75";" 2.12";"dire";"1.455783e-01"
" 3";"11";" 27.27";" 2.08";"salato";"1.490948e-01"
" 3";"11";" 27.27";" 2.08";"vivamente";"1.490948e-01"
"*****";"*";"*";"*";"*";"*"
"3";"4";"75.00";"13.76";"tutt";"0.0002078727"
"4";"7";"57.14";"12.49";"piu";"0.0004091574"
"2";"6";"33.33";" 2.23";"e_quindi";"0.1357914437"
"*";"*";"*";"*";"*";"*"
"6";"14";"42.86";"12.12";"*RATING_5";"0.0004998172"
"1";" 2";"50.00";" 2.40";"*RATING_2";"0.1215634184"
