"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"possibile";0,017;0,217;0,255;0,876;0,255;0,783;0,287
"pistacchio";0,327;0,327;0,294;0,345;0,192;0,921;0,006
"passaggio";0,932;0,932;0,294;0,876;0,255;0,199;0,217
"palato";0,753;0,509;0,634;0,81;0,168;0,312;0,753
"osteria";0,006;0,327;0,192;0,345;0,294;0,921;0,327
"organizzare";0,798;0,327;0,294;0,11;0,192;0,236;0,798
"offerta";0,149;0,671;0,146;0,727;0,572;0,014;0,175
"norma";0,932;0,932;0,294;0,305;0,255;0,783;0,217
"migliorare";0,846;0,407;0,192;0,048;0,192;0,221;0,224
"meritare";0,217;0,932;0,255;0,181;0,255;0,199;0,217
"magari";0,932;0,017;0,255;0,305;0,032;0,199;0,287
"interessante";0,309;0,95;0,221;0,271;0,405;0,605;0,95
"ieri";0,407;0,846;0,52;0,903;0,52;0,142;0,846
"giudia";0,017;0,287;0,255;0,305;0,255;0,006;0,287
"facile";0,95;0,95;0,221;0,993;0,405;0,666;0,309
"ecc";0,373;0,002;0,34;0,39;0,742;0,914;0,373
"drink";0,494;0,494;0,463;0,265;0,011;0,408;0,494
"difficile";0,217;0,932;0,255;0,876;0,294;0,783;0,287
"cordialità";0,95;0,036;0,004;0,271;0,221;0,168;0,253
"considerare";0,309;0,253;0,221;0,263;0,405;0,666;0,95
"certo";0,846;0,224;0,106;0,903;0,52;0,568;0,846
"cercare";0,253;0,036;0,845;0,263;0,221;0,666;0,95
"biscotto";0,427;0,427;0,395;0,444;0,563;0,719;0,027
"amare";0,309;0,036;0,221;0,271;0,063;0,168;0,253
"amante";0,309;0,253;0,063;0,271;0,063;0,168;0,253
"visitare";0,197;0,009;0,168;0,078;0,651;0,876;0,197
"vegetariano";0,932;0,932;0,964;0,305;0,294;0,463;0,287
"vasto";0,932;0,217;0,255;0,305;0,294;0,463;0,287
"top";0,95;0,95;0,221;0,263;0,405;0,605;0,253
"teatro";0,427;0,427;0,045;0,444;0,563;0,719;0,427
"tartufo";0,427;0,427;0,563;0,444;0,563;0,719;0,479
"signore";0,287;0,932;0,964;0,181;0,255;0,463;0,932
"sicuro";0,846;0,407;0,52;0,903;0,52;0,568;0,224
"scoperta";0,287;0,932;0,964;0,305;0,964;0,006;0,287
"ripieno";0,327;0,798;0,013;0,345;0,294;0,236;0,136
"ricordare";0,95;0,95;0,845;0,263;0,405;0,666;0,253
"qualita";0,287;0,932;0,255;0,876;0,255;0,783;0
"patatina";0,224;0,004;0,192;0,241;0,01;0,568;0,224
"passo";0,017;0,932;0,255;0,305;0,255;0,463;0,932
"non_solo";0,287;0,932;0,964;0,876;0,255;0,783;0,017
"modico";0,327;0,327;0,192;0,745;0,899;0,236;0,136
"moderno";0,217;0,287;0,255;0,876;0,294;0,463;0,287
"massimo";0,95;0,95;0,221;0,271;0;0,666;0,253
"mancare";0,217;0,932;0,964;0,305;0,294;0,783;0,287
"leggermente";0,309;0,95;0,845;0,271;0,221;0,016;0,253
"infatti";0,309;0,309;0,221;0,993;0,845;0,168;0,309
"guanciale";0,071;0,373;0,34;0,39;0,34;0,196;0,648
"frutta";0,253;0,036;0,221;0,993;0,405;0,666;0,95
"finire";0,224;0,407;0,52;0,241;0,52;0,221;0,224
"festa";0,287;0,287;0,255;0,876;0,001;0,783;0,932
"famoso";0,407;0,224;0,192;0,353;0,52;0,744;0,846
"esterno";0,648;0,373;0,742;0,39;0,742;0,196;0,373
"dimenticare";0,932;0,932;0,255;0,876;0,255;0,006;0,287
"coppia";0,253;0,95;0,845;0,263;0,405;0,605;0,253
"consegna";0,373;0,373;0,34;0,39;0,742;0,914;0,002
"calice";0;0,287;0,255;0,305;0,964;0,463;0,287
"bianco";0,253;0,253;0,004;0,271;0,845;0,666;0,309
"avviso";0,253;0,95;0,845;0,263;0,845;0,143;0,253
"assaggio";0,427;0,427;0,395;0,444;0,045;0,093;0,427
"artigianale";0,253;0,309;0,405;0,271;0,221;0,168;0,001
"amaro";0,846;0,224;0,741;0,241;0,52;0,003;0,224
"vuoto";0,224;0,846;0,741;0,048;0,741;0,744;0,846
"turista";0;0,373;0,742;0,39;0,34;0,282;0,373
"tonnarelli";0,932;0,287;0,964;0,305;0,255;0;0,287
"titolare";0,224;0,846;0,106;0,241;0,741;0,221;0,846
"specie";0,017;0,287;0,964;0,305;0,294;0,199;0,932
"spaghetto";0,036;0,253;0,221;0,993;0,845;0,143;0,253
"sorridente";0,287;0,287;0,032;0,305;0,964;0,783;0,217
"sfizioso";0,224;0,407;0,192;0,903;0,01;0,744;0,224
"settimana";0,427;0,027;0,395;0,444;0,395;0,093;0,427
"ripetere";0,846;0,224;0,192;0,903;0,52;0,034;0,846
"rigatone";0;0,327;0,899;0,345;0,294;0,236;0,327
"ricotta";0,071;0,373;0,34;0,39;0,34;0,013;0,373
"recare";0,327;0,327;0,013;0,745;0,899;0,236;0,798
"raffinato";0,932;0,932;0,255;0,876;0,964;0,081;0,287
"prossimo";0,846;0,004;0,741;0,241;0,741;0,568;0,846
"preparazione";0,932;0,287;0,964;0,876;0,032;0,199;0,932
"permettere";0,327;0,327;0,899;0,345;0,294;0;0,327
"particolarmente";0,217;0,932;0,255;0,305;0,032;0,199;0,932
"notare";0,373;0,648;0,742;0,39;0,004;0,282;0,373
"no";0,327;0,327;0,294;0,345;0,192;0,002;0,327
"meno";0,648;0,648;0,742;0,39;0,107;0,282;0,373
"melanzana";0,427;0,027;0,395;0,444;0,563;0,719;0,427
"locale_che";0,95;0,309;0,845;0,993;0,405;0,666;0,253
"lista";0,309;0,253;0,845;0,271;0,405;0,143;0,253
"italiano";0,253;0,253;0,845;0,263;0,004;0,168;0,95
"intimo";0,798;0,327;0,294;0,345;0,192;0,038;0,327
"inizio";0,287;0,287;0,255;0,181;0,964;0,081;0,932
"fortuna";0,287;0,217;0,255;0,305;0;0,199;0,287
"forte";0,648;0,648;0,107;0,598;0,34;0,282;0,373
"finalmente";0,798;0,798;0,294;0,345;0,294;0,002;0,327
"figlio";0,95;0,95;0,845;0,271;0,405;0,666;0,309
"creare";0,253;0,253;0,845;0,271;0,004;0,666;0,309
"cottura";0,95;0,253;0,845;0,993;0,845;0,016;0,253
"cortesia";0,373;0,373;0,742;0,39;0,742;0,013;0,373
"cornetto";0,427;0,427;0,563;0,444;0,563;0,338;0,027
"compleanno";0,064;0,224;0,192;0,002;0,192;0,568;0,846
"compagnia";0,932;0,287;0,294;0,876;0,032;0,199;0,287
"circa";0,017;0,287;0,255;0,305;0,294;0,783;0,932
"chiudere";0,932;0,932;0,255;0,305;0,294;0,783;0,217
"ce";0,95;0,95;0,845;0,271;0;0,168;0,253
"cambiare";0,217;0,287;0,255;0,181;0,294;0,783;0,287
"bastare";0,373;0,648;0,34;0,598;0,107;0,914;0,373
"bagno";0,798;0,327;0,294;0,004;0,192;0,236;0,327
"andato";0,373;0,648;0,34;0,056;0,742;0,914;0,373
"affollare";0,327;0,798;0,294;0,11;0,899;0,324;0,327
"vita";0,136;0,327;0,192;0,345;0,294;0,236;0,136
"superlativo";0,327;0,798;0,013;0,345;0,899;0,921;0,327
"superiore";0,648;0,648;0,34;0,598;0,34;0,282;0,071
"strada";0,373;0,648;0,34;0,001;0,742;0,282;0,373
"stella";0,006;0,798;0,294;0,345;0,192;0,236;0,327
"spiegare";0,327;0,327;0,294;0,745;0;0,236;0,327
"sottile";0,327;0,327;0,013;0,345;0,294;0,038;0,327
"solito";0,932;0,932;0,255;0,876;0,255;0,783;0,017
"soddisfacente";0,006;0,327;0,294;0,745;0,294;0,324;0,327
"scrivere";0,798;0,327;0,294;0,745;0,899;0,324;0,798
"sbagliare";0,327;0,327;0,192;0,345;0,013;0,921;0,327
"salsiccia";0,373;0,648;0,34;0,39;0,742;0,013;0,373
"salmone";0,287;0,932;0,255;0,181;0,032;0,783;0,287
"risultare";0,373;0,373;0,742;0,056;0,742;0,914;0,373
"rilassare";0,494;0,494;0,011;0,509;0,363;0,408;0,494
"ricerca";0,648;0,648;0,34;0,39;0,107;0,282;0,648
"raggiungere";0,136;0,798;0,294;0,11;0,899;0,236;0,327
"qualsiasi";0,932;0,932;0,964;0,305;0,001;0,199;0,287
"pure";0;0,287;0,964;0,305;0,294;0,199;0,287
"pur";0,479;0,427;0,395;0,444;0,563;0,093;0,427
"profumo";0,479;0,027;0,563;0,444;0,395;0,338;0,427
"produrre";0,427;0,479;0,563;0,444;0,395;0,719;0,479
"polpo";0,427;0,427;0,395;0,444;0,045;0,093;0,427
"piuttosto";0,798;0,798;0,899;0,745;0,899;0,921;0,327
"personalmente";0,287;0,932;0,294;0,305;0,255;0,463;0,217
"optare";0,494;0,494;0,463;0,265;0,363;0,491;0,494
"nn";0,373;0,648;0,742;0,39;0,004;0,282;0,373
"moglie";0,932;0,932;0,964;0,876;0,964;0,199;0,217
"manco";0,253;0,95;0,405;0,993;0,845;0,605;0,95
"kaiten";0,494;0,494;0,463;0,004;0,363;0,408;0,494
"invitante";0,373;0,071;0,34;0,598;0,34;0,914;0,648
"insieme";0,932;0,287;0,964;0,305;0,294;0,463;0,932
"fila|filo";0,798;0,798;0,899;0,745;0,294;0,236;0,136
"elegante";0,427;0,427;0,395;0,437;0,563;0,093;0,427
"efficiente";0,298;0,494;0,463;0,509;0,363;0,491;0,494
"domicilio";0,427;0,479;0,395;0,444;0,563;0,719;0,479
"diventare";0,95;0,309;0,845;0,993;0,845;0,605;0,253
"dentro";0,217;0,287;0,294;0,305;0,294;0,783;0,287
"concerto";0,427;0,427;0,395;0,437;0,001;0,338;0,427
"comprendere";0,006;0,798;0,294;0,11;0,294;0,236;0,327
"complesso";0,217;0,287;0,255;0,876;0,032;0,783;0,287
"commensale";0,071;0,373;0,34;0,598;0,742;0,914;0,373
"cassa";0,327;0,327;0,294;0,745;0,013;0,921;0,798
"brunch";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"bellissima";0,427;0,427;0,395;0,444;0,045;0,719;0,479
"autentico";0,648;0,373;0,742;0,39;0,34;0,196;0,648
"aspetto";0,798;0,327;0,294;0,745;0,899;0,038;0,327
"aspettativa";0,932;0,932;0,294;0,305;0,255;0,463;0,932
"ascoltare";0,479;0,427;0,395;0,437;0,045;0,338;0,427
"aria";0,253;0,253;0,405;0,271;0,004;0,168;0,309
"alzare";0,798;0,327;0,294;0,745;0,192;0,921;0,798
"alice";0,287;0,932;0,294;0,305;0,964;0,081;0,287
"zuppa";0,373;0,648;0,34;0,598;0,004;0,282;0,373
"voto";0,648;0,373;0,34;0,39;0,107;0,914;0,648
"trippa";0,027;0,479;0,395;0,444;0,395;0,719;0,427
"tortino";0,798;0,327;0,294;0,345;0,899;0,038;0,798
"torno";0,298;0,494;0,463;0,265;0,463;0,408;0,298
"tonno";0,287;0,932;0,255;0,876;0,964;0,006;0,287
"spuntino";0,494;0,494;0,011;0,509;0,463;0,491;0,494
"spettacolare";0,494;0,298;0,011;0,509;0,463;0,408;0,494
"situare";0,479;0,427;0,395;0;0,395;0,338;0,427
"sito";0,648;0,648;0,34;0,598;0,107;0,282;0,373
"sedia";0,427;0,427;0,395;0,444;0,045;0,093;0,427
"sconsigliare";0,373;0,373;0,34;0,598;0,742;0,013;0,373
"rivisitare";0,071;0,373;0,107;0,39;0,742;0,282;0,373
"ritardo";0,648;0,071;0,34;0,39;0,742;0,282;0,648
"ricordo";0,027;0,479;0,395;0,444;0,563;0,338;0,427
"recensione";0,427;0,427;0,563;0,444;0,563;0,338;0,027
"raviolo";0,217;0,287;0,255;0,876;0,032;0,783;0,287
"pubblico";0,798;0,798;0,899;0,745;0,899;0,921;0,327
"prosciutto";0,798;0,798;0,192;0,345;0,294;0,324;0,327
"presenza";0,648;0,373;0,742;0,39;0,107;0,914;0,373
"preciso";0,798;0,327;0,899;0,745;0,013;0,236;0,327
"pranzare";0,298;0,298;0,463;0,509;0,363;0,408;0,494
"piccante";0,298;0,494;0,463;0,265;0,463;0,491;0,494
"ovviamente";0,373;0,648;0,742;0,39;0,107;0,914;0,373
"oliva";0,479;0,027;0,395;0,444;0,563;0,338;0,427
"nemmeno";0,648;0,648;0,34;0,598;0,107;0,282;0,373
"naturale";0,798;0,327;0,192;0,345;0,294;0,324;0,798
"movida";0,373;0,373;0,34;0,001;0,742;0,282;0,648
"messicano";0,427;0,479;0,395;0,437;0,045;0,338;0,427
"mesa|mese";0,932;0,217;0,255;0,012;0,964;0,199;0,287
"mattina|mattino";0,479;0,479;0,395;0,444;0,395;0,338;0,027
"margherita";0,373;0,373;0,004;0,39;0,742;0,914;0,373
"mare";0,006;0,327;0,294;0,345;0,294;0,038;0,327
"lavorare";0,373;0,071;0,742;0,598;0,34;0,282;0,648
"latino";0,494;0,298;0,463;0,265;0,363;0,408;0,494
"informale";0,136;0,798;0,192;0,345;0,294;0,921;0,327
"infine";0,217;0,287;0,964;0,305;0,294;0,199;0,217
"gran";0,373;0,648;0,107;0,598;0,34;0,914;0,373
"grado";0,373;0,373;0,742;0,598;0,107;0,282;0,648
"girare";0,136;0,798;0,294;0,745;0,899;0,236;0,798
"gestione";0,327;0,327;0,899;0,745;0,192;0,236;0,136
"generoso";0,798;0,798;0,192;0,345;0,899;0,921;0,327
"gambero";0,427;0,427;0,395;0,437;0,563;0,093;0,427
"fratello";0,798;0,798;0,899;0,745;0,192;0,236;0,327
"foto";0,298;0,298;0,363;0,509;0,463;0,408;0,494
"fornire";0,427;0,427;0,563;0,437;0,395;0,719;0,479
"fisso";0,798;0,327;0,294;0,11;0,192;0,921;0,327
"filetto";0,494;0,298;0,363;0,509;0,463;0,491;0,494
"fermo";0,648;0,648;0,34;0,39;0,107;0,282;0,648
"elevato";0,071;0,373;0,742;0,598;0,742;0,282;0,373
"consegnare";0,327;0,136;0,294;0,345;0,899;0,921;0,136
"comprare";0,327;0,006;0,294;0,745;0,294;0,324;0,327
"coccio";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"chiamare";0,327;0,136;0,294;0,345;0,192;0,236;0,136
"centro";0,373;0,373;0,742;0,598;0,742;0,914;0,648
"cece";0,648;0,648;0,34;0,39;0,742;0,196;0,373
"caro";0,932;0,932;0,964;0,876;0,294;0,783;0,287
"breve";0,427;0,479;0,563;0,437;0,395;0,719;0,427
"bisognare";0,932;0,287;0,964;0,876;0,294;0,783;0,932
"assurdo";0,327;0,327;0,294;0,345;0,013;0,324;0,798
"asportare";0,327;0,327;0;0,345;0,899;0,236;0,798
"arredare";0,373;0,373;0,742;0,598;0,004;0,282;0,373
"anzi";0,287;0,287;0,964;0,305;0,294;0,783;0,017
"almeno";0,932;0,287;0,255;0,876;0,964;0,006;0,287
"aiutare";0,327;0,327;0,899;0,745;0,192;0,236;0,136
"adorare";0,327;0,136;0,899;0,745;0,899;0,236;0,798
"abbacchio";0;0,287;0,255;0,305;0,255;0,783;0,287
"versione";0,373;0,648;0,34;0,39;0,742;0,914;0,071
"usare";0,373;0,648;0,34;0,598;0,107;0,914;0,373
"testaccio_che";0,479;0,479;0,395;0,437;0,395;0,338;0,479
"temperatura";0,373;0,373;0,742;0,598;0,742;0,914;0,648
"sublime";0,648;0,373;0,742;0,39;0,34;0,914;0,071
"street";0,298;0,006;0,463;0,509;0,463;0,408;0,494
"stomaco";0,648;0,373;0,107;0,39;0,742;0,914;0,373
"spettacolo";0,071;0,373;0,742;0,598;0,742;0,282;0,373
"sorriso";0,373;0,373;0,742;0,598;0,742;0,914;0,648
"scorso";0,373;0,071;0,34;0,39;0,742;0,914;0,648
"scontrino";0,427;0,479;0,395;0,437;0,563;0,719;0,427
"sashimi";0,373;0,373;0,34;0;0,742;0,282;0,373
"rucola";0,327;0,798;0,899;0,345;0,899;0,038;0,327
"roll";0,494;0,298;0,463;0,509;0,363;0,408;0,298
"richiedere";0,136;0,798;0,294;0,745;0,192;0,236;0,327
"ricercare";0,427;0,479;0,395;0,444;0,045;0,719;0,427
"restare";0,327;0,136;0,192;0,345;0,899;0,921;0,327
"respirare";0,494;0,494;0,011;0,509;0,363;0,408;0,494
"puntarelle";0,027;0,427;0,563;0,444;0,395;0,719;0,427
"programma";0,648;0,648;0,34;0,39;0,004;0,282;0,373
"praticamente";0,479;0,427;0,395;0,437;0,563;0,338;0,479
"porta";0,071;0,648;0,34;0,39;0,34;0,914;0,648
"popolare";0,427;0,427;0,045;0,437;0,563;0,338;0,427
"pesante";0,136;0,327;0,899;0,745;0,294;0,921;0,798
"passeggiata";0,373;0,002;0,34;0,39;0,742;0,282;0,648
"parmigiano";0,494;0,494;0,011;0,509;0,363;0,408;0,494
"parecchio";0,327;0,136;0,899;0,745;0,899;0,921;0,327
"ordinazione";0,427;0,427;0,563;0,444;0,045;0,719;0,427
"oltre_che";0,373;0,648;0,107;0,598;0,34;0,914;0,373
"morbido";0,071;0,373;0,107;0,39;0,34;0,914;0,373
"momento";0,373;0,648;0,107;0,39;0,34;0,196;0,373
"minimo";0,798;0,327;0,294;0,745;0,192;0,921;0,798
"matriciana";0,002;0,373;0,34;0,39;0,34;0,196;0,373
"marito";0,494;0,298;0,363;0,265;0,463;0,408;0,494
"luce";0,798;0,327;0,294;0,745;0,899;0,038;0,327
"linea";0,648;0,648;0,742;0,39;0,107;0,282;0,373
"lento";0,648;0,373;0,34;0,001;0,34;0,914;0,373
"insapore|insaporo";0,027;0,427;0,395;0,444;0,395;0,338;0,027
"ingresso";0,373;0,373;0,34;0,598;0,107;0,196;0,373
"indicare";0,071;0,373;0,742;0,598;0,34;0,914;0,373
"impressione";0,373;0,071;0,34;0,39;0,742;0,196;0,373
"importante";0,798;0,327;0,294;0,004;0,294;0,324;0,327
"gastronomia";0,427;0,479;0,045;0,444;0,563;0,338;0,427
"fork";0,494;0,494;0,463;0,509;0,363;0,027;0,494
"festeggiare";0,798;0,327;0,294;0,745;0,192;0,921;0,798
"favore";0,327;0,327;0,294;0,745;0,192;0,324;0,798
"fantasia";0,027;0,427;0,395;0,444;0,563;0,719;0,427
"esagerare";0,327;0,327;0,294;0,345;0,192;0,324;0,136
"entrata";0,648;0,373;0,34;0,056;0,34;0,196;0,373
"educare";0,373;0,373;0,107;0,39;0,34;0,196;0,648
"disposizione";0,373;0,648;0,742;0,39;0,742;0,196;0,373
"dispiacere";0,298;0,494;0,463;0,509;0,363;0,408;0,298
"dimensione";0,373;0,373;0,107;0,598;0,742;0,914;0,373
"dettaglio";0,427;0,427;0,395;0,444;0,563;0,093;0,479
"cuocere";0,327;0,798;0,013;0,345;0,294;0,324;0,327
"crostata";0,027;0,427;0,563;0,444;0,395;0,338;0,479
"crocchetta";0,479;0;0,395;0,444;0,395;0,338;0,427
"crepes";0,494;0,494;0,463;0,265;0,463;0,408;0,006
"cotto";0,136;0,327;0,899;0,345;0,192;0,921;0,327
"corso";0,494;0,298;0,463;0,509;0,363;0,491;0,494
"confermare";0,071;0,648;0,34;0,056;0,34;0,282;0,373
"conferma";0,648;0,373;0,742;0,598;0,742;0,914;0,373
"comporre";0,373;0,648;0,34;0,598;0,742;0,914;0,648
"colpire";0,427;0,427;0,395;0,444;0,563;0,093;0,479
"cinema";0,494;0,494;0,363;0,509;0,363;0,491;0,494
"chef";0,002;0,373;0,34;0,39;0,34;0,196;0,373
"bravissimi";0,648;0,648;0,34;0,598;0,742;0,282;0,648
"arredo";0,071;0,373;0,34;0,39;0,004;0,282;0,373
"arredamento";0,373;0,648;0,34;0,39;0,107;0,196;0,373
"aperto";0,479;0,479;0,563;0,444;0,395;0,338;0,479
"americano";0,373;0,648;0,34;0,39;0;0,282;0,373
"alternativo";0,373;0,373;0;0,598;0,34;0,282;0,373
"accettabile";0,427;0,427;0,395;0,02;0,563;0,719;0,427
"zabaione";0,373;0,373;0,34;0,39;0,34;0,914;0
"venerdì";0,648;0,648;0,34;0,39;0,004;0,282;0,373
"vegan";0,494;0,298;0,363;0,509;0,463;0,408;0,298
"vaio";0,427;0,479;0,395;0,437;0,045;0,338;0,427
"tripadvisor";0,494;0,494;0,363;0,509;0,463;0,491;0,298
"trattato";0,427;0,427;0,395;0,02;0,563;0,719;0,427
"tra_cui";0,298;0,494;0,363;0,509;0,463;0,491;0,494
"tipicamente";0,006;0,494;0,463;0,509;0,463;0,408;0,298
"tiepido";0,427;0,427;0,395;0,444;0,045;0,093;0,427
"testa";0,071;0,373;0,742;0,39;0,107;0,282;0,373
"tavolino";0,494;0,298;0,463;0,509;0,011;0,408;0,494
"tardo";0,494;0,494;0,363;0,509;0,011;0,408;0,494
"tacos";0,494;0,298;0,463;0,509;0,011;0,408;0,494
"superbo";0,427;0,427;0,563;0,444;0,395;0,093;0,479
"sufficiente";0,027;0,427;0,395;0,444;0,395;0,719;0,479
"storia";0,648;0,373;0,34;0,598;0,742;0,196;0,373
"sommare";0,373;0,648;0,34;0,056;0,742;0,914;0,373
"sollecitare";0,427;0,427;0,395;0,444;0,563;0,003;0,427
"semplicemente";0,427;0,479;0,395;0,444;0,563;0,093;0,427
"selezione";0,494;0,298;0,463;0,509;0,463;0,027;0,494
"sbaglio";0,648;0,648;0,34;0,598;0,107;0,282;0,373
"sano";0,479;0;0,395;0,444;0,395;0,338;0,427
"salvare";0,373;0,648;0,34;0,39;0,004;0,914;0,373
"sala|sale";0,479;0,427;0,395;0,437;0,563;0,719;0,427
"rovinare";0,427;0,427;0,395;0,437;0,045;0,719;0,427
"rivedere";0,648;0,373;0,742;0,39;0,107;0,914;0,373
"risultato";0,648;0,373;0,34;0,598;0,742;0,914;0,648
"ristorazione";0,027;0,479;0,395;0,444;0,563;0,338;0,427
"rispecchiare";0,427;0,427;0,395;0,437;0,563;0,093;0,427
"riservare";0,479;0,479;0,395;0,444;0,563;0,719;0,427
"ricetta";0,373;0,648;0,34;0,598;0,107;0,914;0,373
"realtà";0,373;0,373;0,742;0,056;0,742;0,914;0,373
"realizzare";0,494;0,494;0,363;0,509;0,463;0,491;0,298
"radicchio";0,298;0,494;0,463;0,509;0,463;0,027;0,494
"raccontare";0,071;0,648;0,34;0,39;0,742;0,914;0,373
"pulizia";0,494;0,494;0,463;0;0,463;0,408;0,494
"prevedere";0,648;0,648;0,34;0,598;0,107;0,282;0,373
"presentazione";0,373;0,648;0,34;0,39;0,742;0,013;0,373
"pos";0,494;0,298;0,363;0,509;0,463;0,491;0,494
"piede";0,427;0,479;0,395;0,437;0,563;0,719;0,427
"perfettamente";0,648;0,373;0,004;0,39;0,34;0,282;0,648
"pazzesco";0,648;0,373;0,107;0,39;0,742;0,914;0,373
"parere";0,648;0,648;0,34;0,598;0,742;0,914;0,373
"parcheggio";0,427;0,427;0,395;0,437;0,045;0,719;0,427
"pajata";0;0,427;0,395;0,444;0,395;0,338;0,427
"paio";0,071;0,648;0,34;0,39;0,34;0,914;0,648
"pacare";0,648;0,373;0,004;0,39;0,742;0,282;0,373
"orario";0,427;0,427;0,395;0,02;0,563;0,338;0,479
"nigiri";0,427;0,427;0,395;0;0,563;0,338;0,427
"negozio";0,427;0,479;0,045;0,444;0,395;0,719;0,427
"musicista";0,494;0,494;0,463;0,265;0,011;0,408;0,494
"mix";0,006;0,494;0,363;0,509;0,463;0,408;0,494
"migliore_che";0,648;0,373;0,34;0,39;0,742;0,196;0,648
"metro";0,427;0,479;0,563;0,444;0,045;0,338;0,427
"mattatoio";0;0,494;0,463;0,509;0,463;0,408;0,494
"mano";0,648;0,648;0,742;0,39;0,742;0,914;0,373
"maniera";0,427;0,427;0,395;0,437;0,045;0,719;0,427
"maleducato";0,479;0,427;0,395;0,437;0,563;0,338;0,479
"luglio";0,427;0,427;0,395;0;0,395;0,719;0,427
"limone";0,479;0,427;0,395;0,437;0,563;0,338;0,479
"leggere";0,298;0,298;0,463;0,509;0,463;0,408;0,298
"lavoratore";0,494;0,494;0,011;0,265;0,463;0,408;0,494
"inserire";0;0,427;0,395;0,444;0,395;0,719;0,427
"indietro";0,494;0,494;0,463;0,509;0,363;0,408;0,006
"includere";0,648;0,373;0,34;0,056;0,34;0,196;0,373
"impossibile";0,648;0,071;0,34;0,39;0,742;0,914;0,373
"immergere";0,427;0,427;0,563;0,444;0,563;0,719;0,479
"gratis";0,494;0,298;0,463;0,509;0,363;0,408;0,298
"gradire";0,479;0,427;0,395;0,444;0,001;0,338;0,427
"giustificare";0,479;0,427;0,563;0,444;0,563;0,719;0,427
"fetta";0,427;0,427;0,395;0,437;0,395;0,093;0,479
"felice";0,071;0,373;0,742;0,39;0,34;0,282;0,071
"favoloso";0,373;0,648;0,107;0,39;0,34;0,914;0,648
"esprimere";0,427;0,027;0,395;0,437;0,395;0,338;0,479
"doc";0,071;0,373;0,742;0,39;0,34;0,196;0,373
"divanetti";0,427;0,427;0,395;0,437;0,045;0,719;0,427
"disporre";0,427;0,427;0,395;0,437;0,563;0,719;0,479
"disponibilità";0,373;0,373;0,742;0,39;0,004;0,282;0,648
"di_una_volta";0,427;0,479;0,395;0,437;0,395;0,338;0,027
"dessert";0,071;0,373;0,34;0,39;0,742;0,196;0,373
"degustare";0,494;0,298;0,463;0,265;0,463;0,408;0,298
"dedicare";0,027;0,427;0,395;0,444;0,563;0,719;0,427
"cotoletta";0,071;0,648;0,34;0,598;0,34;0,914;0,373
"costringere";0,427;0,479;0,563;0,444;0,563;0,719;0,427
"contenuto";0,027;0,427;0,563;0,444;0,395;0,338;0,479
"comune";0,494;0,298;0,363;0,509;0,463;0,408;0,298
"colore";0,373;0,373;0,34;0,598;0,107;0,282;0,071
"cipolla";0,427;0;0,395;0,444;0,395;0,719;0,427
"cioè";0,427;0,427;0,563;0,444;0,001;0,338;0,427
"cinese";0,494;0,494;0,463;0,004;0,363;0,408;0,494
"cattivo";0,494;0,494;0,463;0,265;0,463;0,491;0,298
"bufalo";0,427;0,427;0,045;0,444;0,395;0,093;0,427
"bontà";0,494;0,494;0,363;0,265;0,463;0,408;0,298
"bisogno";0,027;0,479;0,395;0,444;0,395;0,338;0,479
"bellissimo";0,648;0,373;0,34;0,39;0;0,282;0,373
"banale";0,648;0,648;0,34;0,39;0,742;0,914;0,648
"attirare";0,298;0,298;0,463;0,509;0,463;0,408;0,298
"attendere";0,373;0,648;0,34;0,056;0,742;0,914;0,373
"appetito";0,427;0,427;0,045;0,444;0,563;0,719;0,427
"antico";0,427;0,427;0,045;0,444;0,563;0,719;0,427
"altissimo";0,479;0,427;0,395;0,437;0,563;0,719;0,427
"allora";0,027;0,427;0,395;0,437;0,563;0,338;0,427
"agio";0,494;0,298;0,463;0,265;0,363;0,408;0,494
"affettato";0,494;0,298;0,463;0,509;0,463;0,027;0,494
"adatto";0,479;0,427;0,563;0,444;0,045;0,338;0,427
"acquistare";0,427;0;0,395;0,444;0,563;0,338;0,427
"accorgersi";0,373;0,648;0,34;0,598;0,742;0,196;0,373
"accettare";0,494;0,006;0,463;0,509;0,363;0,408;0,494
"accanto";0,427;0,479;0,395;0,437;0,045;0,338;0,427
"vicinanza";0,494;0,494;0,363;0,509;0,463;0,491;0,298
"viaggio";0,494;0,298;0,363;0,509;0,463;0,491;0,494
"velocità";0,494;0,494;0,463;0,509;0,011;0,491;0,494
"velocemente";0,427;0,479;0,395;0,437;0,395;0,719;0,479
"ungere";0,427;0,427;0,563;0,444;0,395;0,003;0,427
"titolo";0,479;0,427;0,045;0,444;0,395;0,719;0,427
"titolare_che";0,494;0,494;0,463;0,265;0,363;0,491;0,494
"tiramisu";0,479;0,427;0,395;0,444;0,395;0,003;0,427
"tempura";0,494;0,494;0,463;0,004;0,363;0,408;0,494
"telefono";0,494;0,494;0,463;0,509;0,463;0,027;0,298
"supermercato";0,494;0,298;0,463;0,509;0,463;0,027;0,494
"suggerimento";0,298;0,298;0,363;0,509;0,463;0,408;0,494
"struttura";0,298;0,494;0,363;0,509;0,363;0,408;0,494
