"V1";"V2";"V3";"V4";"V5";"V6"
"0";"23";"0.00";"-4.87";"ingrediente";"0.027379777"
"0";"23";"0.00";"-4.87";"gustoso";"0.027379777"
"0";"19";"0.00";"-3.86";"entrare";"0.049561737"
"0";"18";"0.00";"-3.62";"delizioso";"0.057213800"
"0";"17";"0.00";"-3.38";"prodotto";"0.065940025"
"0";"16";"0.00";"-3.15";"super";"0.075885512"
"5";"57";"8.77";"-2.97";"consiglio";"0.084959307"
"0";"15";"0.00";"-2.92";"squisito";"0.087217225"
"0";"15";"0.00";"-2.92";"idea";"0.087217225"
"2";"34";"5.88";"-2.89";"casa";"0.089352335"
"1";"25";"4.00";"-2.84";"fresco";"0.092021988"
"1";"25";"4.00";"-2.84";"proprietario";"0.092021988"
"0";"14";"0.00";"-2.70";"scoprire";"0.100128523"
"1";"24";"4.17";"-2.61";"cordiale";"0.106116030"
"1";"24";"4.17";"-2.61";"cortese";"0.106116030"
"0";"13";"0.00";"-2.49";"panino";"0.114845073"
"0";"13";"0.00";"-2.49";"consigliatissimo";"0.114845073"
"3";"40";"7.50";"-2.42";"testaccio";"0.119896089"
"1";"23";"4.35";"-2.39";"sentire";"0.122120302"
"0";"12";"0.00";"-2.27";"aperitivo";"0.131632721"
"0";"12";"0.00";"-2.27";"formaggio";"0.131632721"
"0";"12";"0.00";"-2.27";"vivamente";"0.131632721"
"0";"12";"0.00";"-2.27";"dire_che";"0.131632721"
"5";"54";"9.26";"-2.24";"cibo";"0.134192640"
"0";"11";"0.00";"-2.06";"varietà";"0.150808230"
"0";"11";"0.00";"-2.06";"quartiere";"0.150808230"
"0";"11";"0.00";"-2.06";"bar";"0.150808230"
"0";"11";"0.00";"-2.06";"gentilissimo";"0.150808230"
"*****";"*";"*";"*";"*";"*"
"3";"40";"7.5";"-2.42";"in_questo";"0.1198961"
"*";"*";"*";"*";"*";"*"
"0";"13";"0";"-2.49";"*RATING_4.6";"0.1148451"
"0";"11";"0";"-2.06";"*RATING_5";"0.1508082"
"**";"classe";"4";"**";"";""
"****";"16";"117";"13.68";"****";""
"1";"26";"3.85";"-2.74";"euro";"0.09812708"
"0";"15";"0.00";"-2.73";"cioccolato";"0.09874579"
"0";"15";"0.00";"-2.73";"capitare";"0.09874579"
"0";"15";"0.00";"-2.73";"bravo";"0.09874579"
"1";"25";"4.00";"-2.52";"proprietario";"0.11233242"
"1";"25";"4.00";"-2.52";"cliente";"0.11233242"
"0";"14";"0.00";"-2.52";"curare";"0.11246240"
"0";"14";"0.00";"-2.52";"stile";"0.11246240"
"0";"14";"0.00";"-2.52";"possibilità";"0.11246240"
"0";"14";"0.00";"-2.52";"giro";"0.11246240"
"0";"13";"0.00";"-2.32";"panino";"0.12798046"
"0";"12";"0.00";"-2.12";"aperitivo";"0.14555314"
"1";"23";"4.35";"-2.11";"ingrediente";"0.14636078"
"1";"23";"4.35";"-2.11";"unico";"0.14636078"
"1";"23";"4.35";"-2.11";"via";"0.14636078"
"*****";"*";"*";"*";"*";"*"
"*";"*";"*";"*";"*";"*"
"**";"classe";"5";"**";"";""
"****";"17";"117";"14.53";"****";""
"1";"36";"2.78";"-5.78";"solo";"0.01618109"
"3";"51";"5.88";"-5.44";"prendere";"0.01963507"
"4";"56";"7.14";"-4.72";"trovare";"0.02981981"
"0";"22";"0.00";"-4.61";"lasciare";"0.03185831"
"1";"31";"3.23";"-4.34";"arrivare";"0.03723681"
"1";"31";"3.23";"-4.34";"pepe";"0.03723681"
"1";"31";"3.23";"-4.34";"sera";"0.03723681"
"1";"29";"3.45";"-3.81";"cacio";"0.05086557"
"0";"18";"0.00";"-3.62";"riuscire";"0.05721380"
"0";"17";"0.00";"-3.38";"pessimo";"0.06594002"
"0";"17";"0.00";"-3.38";"freddo";"0.06594002"
"0";"17";"0.00";"-3.38";"amatriciana";"0.06594002"
"0";"16";"0.00";"-3.15";"un_posto";"0.07588551"
"0";"16";"0.00";"-3.15";"sabato";"0.07588551"
"0";"15";"0.00";"-2.92";"vero";"0.08721723"
"0";"15";"0.00";"-2.92";"vicino";"0.08721723"
"0";"15";"0.00";"-2.92";"decidere";"0.08721723"
"1";"25";"4.00";"-2.84";"carciofo";"0.09202199"
"0";"14";"0.00";"-2.70";"supplì";"0.10012852"
"4";"48";"8.33";"-2.52";"buonissimo";"0.11265701"
"0";"13";"0.00";"-2.49";"mercato";"0.11484507"
"0";"13";"0.00";"-2.49";"noto";"0.11484507"
"0";"13";"0.00";"-2.49";"credere";"0.11484507"
"0";"13";"0.00";"-2.49";"vecchio";"0.11484507"
"3";"40";"7.50";"-2.42";"testaccio";"0.11989609"
"0";"12";"0.00";"-2.27";"vista";"0.13163272"
"0";"12";"0.00";"-2.27";"pulire";"0.13163272"
"0";"12";"0.00";"-2.27";"tiramisù";"0.13163272"
"0";"12";"0.00";"-2.27";"evitare";"0.13163272"
"1";"22";"4.55";"-2.17";"friggere";"0.14027059"
"0";"11";"0.00";"-2.06";"lungo";"0.15080823"
"0";"11";"0.00";"-2.06";"ragazza|ragazzo";"0.15080823"
"0";"11";"0.00";"-2.06";"parlare";"0.15080823"
"0";"11";"0.00";"-2.06";"coda";"0.15080823"
"0";"11";"0.00";"-2.06";"secco";"0.15080823"
"0";"11";"0.00";"-2.06";"recensioni";"0.15080823"
"0";"11";"0.00";"-2.06";"occasione";"0.15080823"
"*****";"*";"*";"*";"*";"*"
"4";"46";"8.7";"-2.08";"un_po";"0.1494665"
"*";"*";"*";"*";"*";"*"
"**";"classe";"6";"**";"";""
"****";"16";"117";"13.68";"****";""
"1";"51";" 1.96";"-10.51";"cena";"0.001187582"
"1";"45";" 2.22";" -8.13";"ristorante";"0.004365414"
"0";"34";" 0.00";" -7.59";"antipasto";"0.005861133"
"5";"72";" 6.94";" -7.18";"servizio";"0.007355702"
"1";"42";" 2.38";" -7.08";"sicuramente";"0.007795847"
"3";"57";" 5.26";" -6.66";"piatto";"0.009845684"
"0";"27";" 0.00";" -5.56";"menu";"0.018371258"
"0";"26";" 0.00";" -5.30";"menù";"0.021379177"
"6";"74";" 8.11";" -5.29";"qualità";"0.021495853"
"1";"34";" 2.94";" -4.68";"casa";"0.030554549"
"0";"23";" 0.00";" -4.54";"via";"0.033207006"
"0";"23";" 0.00";" -4.54";"rapporto";"0.033207006"
"0";"23";" 0.00";" -4.54";"attento";"0.033207006"
"9";"90";"10.00";" -4.46";"locale";"0.034650520"
"9";"90";"10.00";" -4.46";"prezzo";"0.034650520"
"0";"22";" 0.00";" -4.29";"carne";"0.038286792"
"0";"22";" 0.00";" -4.29";"friggere";"0.038286792"
"0";"22";" 0.00";" -4.29";"alto";"0.038286792"
"1";"32";" 3.12";" -4.15";"cameriere";"0.041558983"
"1";"32";" 3.12";" -4.15";"anno";"0.041558983"
"0";"21";" 0.00";" -4.05";"portare";"0.044054926"
"1";"31";" 3.23";" -3.90";"pepe";"0.048260774"
"6";"70";" 8.57";" -3.85";"mangiare";"0.049893250"
"0";"20";" 0.00";" -3.82";"chiedere";"0.050596565"
"1";"29";" 3.45";" -3.42";"cacio";"0.064565768"
"1";"28";" 3.57";" -3.18";"ordinare";"0.074402723"
"0";"17";" 0.00";" -3.15";"prodotto";"0.075885512"
"0";"17";" 0.00";" -3.15";"freddo";"0.075885512"
"0";"17";" 0.00";" -3.15";"condire";"0.075885512"
"6";"67";" 8.96";" -2.96";"primo";"0.085415794"
"1";"27";" 3.70";" -2.96";"tipico";"0.085539583"
"0";"16";" 0.00";" -2.94";"trattoria";"0.086615204"
"0";"16";" 0.00";" -2.94";"prenotare";"0.086615204"
"1";"26";" 3.85";" -2.74";"grande";"0.098127075"
"0";"15";" 0.00";" -2.73";"vicino";"0.098745790"
"0";"15";" 0.00";" -2.73";"quantità";"0.098745790"
"0";"15";" 0.00";" -2.73";"idea";"0.098745790"
"4";"51";" 7.84";" -2.60";"cucina";"0.106534754"
"0";"14";" 0.00";" -2.52";"porzione";"0.112462402"
"0";"14";" 0.00";" -2.52";"pizzeria";"0.112462402"
"0";"14";" 0.00";" -2.52";"curare";"0.112462402"
"0";"14";" 0.00";" -2.52";"gradevole";"0.112462402"
"2";"34";" 5.88";" -2.47";"sapore";"0.116368195"
"4";"50";" 8.00";" -2.38";"romano";"0.122725622"
"0";"13";" 0.00";" -2.32";"credere";"0.127980465"
"1";"24";" 4.17";" -2.31";"carbonaro";"0.128341404"
"2";"33";" 6.06";" -2.26";"pizza";"0.132960449"
"3";"41";" 7.32";" -2.16";"scelta";"0.141510391"
"0";"12";" 0.00";" -2.12";"formaggio";"0.145553143"
"0";"12";" 0.00";" -2.12";"bottiglia";"0.145553143"
"0";"12";" 0.00";" -2.12";"tradizionale";"0.145553143"
"0";"12";" 0.00";" -2.12";"dire_che";"0.145553143"
"0";"12";" 0.00";" -2.12";"tiramisù";"0.145553143"
"1";"23";" 4.35";" -2.11";"conto";"0.146360782"
"1";"23";" 4.35";" -2.11";"esperienza";"0.146360782"
"*****";"*";"*";"*";"*";"*"
"3";"46";"6.52";"-3.29";"un_po";"0.06987878"
"2";"33";"6.06";"-2.26";"all";"0.13296045"
"*";"*";"*";"*";"*";"*"
"**";"classe";"7";"**";"";""
"****";"19";"117";"16.24";"****";""
" 2";"72";" 2.78";"-24.94";"servizio";"5.915865e-07"
" 1";"51";" 1.96";"-13.55";"cucina";"2.321680e-04"
" 2";"57";" 3.51";"-13.24";"piatto";"2.735593e-04"
" 9";"90";"10.00";"-11.16";"locale";"8.350302e-04"
" 0";"38";" 0.00";"-10.91";"vino";"9.558799e-04"
" 1";"45";" 2.22";"-10.56";"ristorante";"1.153941e-03"
" 2";"51";" 3.92";"-10.08";"cena";"1.494984e-03"
" 2";"50";" 4.00";" -9.62";"romano";"1.929058e-03"
" 0";"34";" 0.00";" -9.29";"antipasto";"2.301433e-03"
" 0";"31";" 0.00";" -8.18";"pepe";"4.243252e-03"
" 0";"30";" 0.00";" -7.82";"serata";"5.161529e-03"
" 1";"38";" 2.63";" -7.66";"veloce";"5.641575e-03"
" 0";"29";" 0.00";" -7.48";"cacio";"6.255109e-03"
" 0";"26";" 0.00";" -6.48";"menù";"1.090306e-02"
" 0";"26";" 0.00";" -6.48";"tradizione";"1.090306e-02"
" 2";"42";" 4.76";" -6.35";"porre";"1.176911e-02"
" 0";"25";" 0.00";" -6.16";"carciofo";"1.303730e-02"
" 4";"54";" 7.41";" -5.75";"cibo";"1.647966e-02"
" 1";"32";" 3.12";" -5.57";"cameriere";"1.827811e-02"
" 1";"32";" 3.12";" -5.57";"servire";"1.827811e-02"
" 1";"31";" 3.23";" -5.25";"tavolo";"2.193599e-02"
"11";"91";"12.09";" -5.19";"buono";"2.273775e-02"
" 3";"45";" 6.67";" -4.93";"accogliente";"2.645065e-02"
" 2";"37";" 5.41";" -4.67";"pranzo";"3.070483e-02"
" 1";"29";" 3.45";" -4.64";"secondo";"3.127644e-02"
" 0";"18";" 0.00";" -4.12";"pagare";"4.227140e-02"
" 2";"35";" 5.71";" -4.07";"ambiente";"4.372774e-02"
" 1";"27";" 3.70";" -4.05";"menu";"4.404086e-02"
" 7";"67";"10.45";" -3.87";"primo";"4.927089e-02"
" 0";"17";" 0.00";" -3.86";"musico";"4.956174e-02"
" 0";"17";" 0.00";" -3.86";"freddo";"4.956174e-02"
" 0";"17";" 0.00";" -3.86";"condire";"4.956174e-02"
" 0";"17";" 0.00";" -3.86";"amatriciana";"4.956174e-02"
" 0";"16";" 0.00";" -3.59";"trattoria";"5.800759e-02"
" 0";"16";" 0.00";" -3.59";"cenare";"5.800759e-02"
" 0";"16";" 0.00";" -3.59";"tagliare";"5.800759e-02"
" 2";"33";" 6.06";" -3.50";"disponibile";"6.133001e-02"
" 0";"15";" 0.00";" -3.34";"preferire";"6.778602e-02"
" 1";"24";" 4.17";" -3.24";"carbonaro";"7.206814e-02"
" 9";"76";"11.84";" -3.08";"personale";"7.911837e-02"
" 0";"14";" 0.00";" -3.08";"supplì";"7.910388e-02"
" 0";"14";" 0.00";" -3.08";"pizzeria";"7.910388e-02"
" 0";"14";" 0.00";" -3.08";"carta";"7.910388e-02"
" 0";"14";" 0.00";" -3.08";"stile";"7.910388e-02"
" 0";"14";" 0.00";" -3.08";"accoglienza";"7.910388e-02"
" 0";"14";" 0.00";" -3.08";"sala";"7.910388e-02"
" 1";"23";" 4.35";" -2.98";"attento";"8.450161e-02"
" 0";"13";" 0.00";" -2.84";"consigliatissimo";"9.220444e-02"
" 0";"13";" 0.00";" -2.84";"accompagnare";"9.220444e-02"
" 1";"22";" 4.55";" -2.72";"location";"9.885554e-02"
" 1";"22";" 4.55";" -2.72";"lasciare";"9.885554e-02"
" 3";"37";" 8.11";" -2.63";"bello";"1.048441e-01"
" 0";"12";" 0.00";" -2.59";"aperitivo";"1.073762e-01"
" 0";"12";" 0.00";" -2.59";"luogo";"1.073762e-01"
" 0";"12";" 0.00";" -2.59";"professionale";"1.073762e-01"
"12";"90";"13.33";" -2.42";"prezzo";"1.196980e-01"
" 4";"43";" 9.30";" -2.41";"carino";"1.209302e-01"
" 0";"11";" 0.00";" -2.35";"collega";"1.249647e-01"
" 0";"11";" 0.00";" -2.35";"pomodoro";"1.249647e-01"
" 0";"11";" 0.00";" -2.35";"coda";"1.249647e-01"
" 0";"11";" 0.00";" -2.35";"sugo";"1.249647e-01"
" 0";"11";" 0.00";" -2.35";"contorno";"1.249647e-01"
" 0";"11";" 0.00";" -2.35";"cicoria";"1.249647e-01"
" 7";"61";"11.48";" -2.13";"gentile";"1.447799e-01"
" 0";"10";" 0.00";" -2.12";"sedere";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"prenotazione";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"pietanza";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"ricco";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"rosso";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"pausa";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"domenica";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"gruppo";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"gricia";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"bere";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"apprezzare";"1.453894e-01"
" 0";"10";" 0.00";" -2.12";"calice";"1.453894e-01"
"14";"99";"14.14";" -2.08";"ottimo";"1.490306e-01"
" 2";"27";" 7.41";" -2.01";"tipico";"1.559735e-01"
" 1";"19";" 5.26";" -2.01";"ritornare";"1.563559e-01"
" 1";"19";" 5.26";" -2.01";"discreto";"1.563559e-01"
"*****";"*";"*";"*";"*";"*"
"2";"40";"5";"-5.64";"in_questo";"0.01751002"
"0";"14";"0";"-3.08";"nell";"0.07910388"
"*";"*";"*";"*";"*";"*"
"0";"13";"0";"-2.84";"*RATING_4.6";"0.09220444"
