"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"zucchina";0,485;0,315;0,469;0,485;0,349;0,315;0,44
"zucchero";0,485;0,485;0,469;0,485;0,469;0,315;0,016
"vittoria";0,485;0,007;0,469;0,315;0,469;0,485;0,44
"viola";0,485;0,485;0,349;0,315;0,469;0,485;0,416
"verde";0,485;0,485;0,469;0,485;0,349;0,315;0,416
"variegato";0,485;0,485;0,349;0,315;0,469;0,485;0,416
"variare";0,485;0,485;0,469;0,315;0,469;0,315;0,416
"urlo";0,485;0,485;0,349;0,485;0,469;0,315;0,416
"umido";0,007;0,485;0,349;0,485;0,469;0,485;0,44
"trasferire";0,315;0,315;0,469;0,485;0,469;0,485;0,416
"tendenza";0,007;0,485;0,469;0,315;0,469;0,485;0,44
"tartaro";0,315;0,485;0,349;0,485;0,349;0,485;0,44
"tappa";0,485;0,485;0,469;0,485;0,349;0,485;0,016
"tantino";0,315;0,485;0,469;0,315;0,349;0,485;0,44
"surgelato";0,485;0,007;0,469;0,485;0,469;0,485;0,416
"suppli";0,485;0,007;0,469;0,485;0,469;0,315;0,44
"suggestivo";0,315;0,485;0,469;0,315;0,349;0,485;0,44
"strapieno";0,485;0,315;0,009;0,485;0,469;0,485;0,44
"stefano";0,485;0,315;0,469;0,485;0,349;0,485;0,416
"stagione";0,485;0,485;0,349;0,485;0,469;0,315;0,416
"sollecito";0,315;0,485;0,469;0,315;0,349;0,485;0,44
"seviziare";0,485;0,485;0,349;0,485;0,349;0,315;0,44
"seduta";0,315;0,315;0,469;0,485;0,469;0,485;0,416
"scortesia";0,315;0,315;0,469;0,485;0,469;0,485;0,416
"scortese";0,485;0,315;0,469;0,007;0,469;0,485;0,44
"san";0,485;0,485;0,349;0,315;0,469;0,315;0,44
"saluto";0,485;0,485;0,349;0,485;0,469;0,485;0,016
"romantico";0,007;0,485;0,469;0,485;0,469;0,315;0,44
"roba";0,485;0,315;0,469;0,485;0,469;0,007;0,44
"rivisitazione";0,485;0,485;0,349;0,007;0,469;0,485;0,44
"ritrovare";0,315;0,485;0,349;0,485;0,469;0,315;0,44
"ristoratore";0,485;0,485;0,009;0,485;0,469;0,485;0,416
"ristorantino";0,485;0,315;0,469;0,315;0,349;0,485;0,44
"rispetto_alla";0,485;0,485;0;0,485;0,469;0,485;0,44
"recensire";0,485;0,485;0,349;0,315;0,349;0,485;0,44
"rappresentare";0,315;0,485;0,349;0,315;0,469;0,485;0,44
"ragù";0,485;0,315;0,469;0,315;0,469;0,485;0,416
"pochissimo";0,315;0,485;0,349;0,485;0,469;0,485;0,416
"piramide";0,315;0,485;0,009;0,485;0,469;0,485;0,44
"pienamente";0,485;0,315;0,349;0,485;0,349;0,485;0,44
"piacevolissima";0,485;0,485;0,469;0,485;0,349;0,315;0,416
"petto";0,485;0,485;0,009;0,485;0,469;0,485;0,416
"personale_che";0,007;0,485;0,349;0,485;0,469;0,485;0,44
"perplesso";0,485;0,485;0,349;0,485;0,349;0,315;0,44
"periodo";0,485;0,485;0,349;0,485;0,349;0,485;0,416
"parcheggiare";0,007;0,485;0,469;0,315;0,469;0,485;0,44
"padrone";0,315;0,315;0,469;0,485;0,469;0,315;0,44
"oro";0,315;0,485;0,469;0,315;0,469;0,485;0,416
"ombra";0,485;0,315;0,349;0,485;0,349;0,485;0,44
"numero";0,315;0,485;0,349;0,485;0,469;0,315;0,44
"notturno";0,485;0,315;0,469;0,485;0,349;0,315;0,44
"nocciola";0,485;0,485;0,349;0,485;0,469;0,485;0,016
"muro";0,315;0,485;0,349;0,485;0,349;0,485;0,44
"motivo";0,485;0,485;0,009;0,485;0,469;0,485;0,416
"mitico";0,485;0,485;0,349;0,315;0,349;0,485;0,44
"mille";0,485;0,315;0,469;0,315;0,469;0,485;0,416
"mezza|mezzo";0,315;0,315;0,469;0,485;0,469;0,485;0,416
"me_che";0,485;0,315;0,349;0,485;0,469;0,485;0,416
"mandorla";0,485;0,485;0,469;0,485;0,009;0,485;0,416
"mandare";0,485;0,315;0,469;0,485;0,349;0,485;0,416
"mancanza";0,315;0,315;0,349;0,485;0,469;0,485;0,44
"leccare";0,485;0,315;0,469;0,485;0,469;0,485;0,016
"italia";0,315;0,485;0,469;0,315;0,349;0,485;0,44
"invitare";0,315;0,485;0,349;0,485;0,469;0,315;0,44
"inutile";0,485;0,315;0,349;0,485;0,469;0,485;0,416
"inglese";0,315;0,485;0,349;0,315;0,469;0,485;0,44
"immangiabile";0,315;0,315;0,349;0,485;0,469;0,485;0,44
"gentilissima";0,485;0,485;0,469;0,315;0,469;0,485;0,016
"garanzia";0,315;0,485;0,349;0,485;0,349;0,485;0,44
"gamma";0,485;0,485;0,469;0,315;0,469;0,485;0,016
"frutto";0,315;0,485;0,349;0,315;0,469;0,485;0,44
"frequentatore";0,485;0,315;0,349;0,485;0,349;0,485;0,44
"fragola";0,485;0,485;0,469;0,485;0,469;0,315;0,016
"fortemente";0,485;0,485;0,349;0,007;0,469;0,485;0,44
"fondente";0,485;0,485;0,469;0,485;0,349;0,485;0,016
"fermata|fermato";0,485;0,315;0,469;0,315;0,469;0,315;0,44
"fame";0,485;0,485;0,349;0,485;0,009;0,485;0,44
"fagiolo";0,485;0,485;0,349;0,315;0,469;0,485;0,416
"faccia";0,315;0,485;0,469;0,485;0,469;0,485;0,016
"esporre";0,485;0,315;0,469;0,485;0,469;0,007;0,44
"entusiasta";0,485;0,485;0,469;0,485;0,349;0,485;0,016
"eccellenza";0,315;0,485;0,469;0,007;0,469;0,485;0,44
"dubbio";0,485;0,485;0,469;0,315;0,349;0,485;0,416
"dozzinale";0,007;0,485;0,469;0,485;0,469;0,315;0,44
"domanda";0,315;0,485;0,349;0,485;0,469;0,485;0,416
"divertire";0,007;0,485;0,469;0,485;0,469;0,485;0,416
"distanza";0,315;0,315;0,469;0,485;0,349;0,485;0,44
"difficoltà";0,007;0,485;0,469;0,485;0,349;0,485;0,44
"differenza";0,485;0,485;0,469;0,315;0,469;0,315;0,416
"dieta";0,485;0,485;0,349;0,315;0,469;0,485;0,416
"deliziare";0,485;0,485;0,469;0,315;0,469;0,007;0,44
"critica";0,315;0,485;0,469;0,315;0,469;0,485;0,416
"crema|creme";0,485;0,485;0,469;0,485;0,469;0,485;0
"costoso";0,485;0,485;0,349;0,485;0,349;0,315;0,44
"contesto";0,485;0,485;0,469;0,315;0,469;0,315;0,416
"consigliatissima";0,485;0,485;0,349;0,485;0,349;0,485;0,416
"conoscenza";0,485;0,485;0,469;0,485;0,009;0,315;0,44
"chiuso";0,485;0,007;0,469;0,485;0,469;0,485;0,416
"chiave";0,315;0,485;0,469;0,315;0,469;0,485;0,416
"chiacchiera";0,485;0,485;0,469;0,315;0,469;0,007;0,44
"certezza";0,485;0,485;0,349;0,485;0,349;0,315;0,44
"cacciatora";0,485;0,315;0,349;0,315;0,469;0,485;0,44
"burro";0,485;0,485;0,349;0,485;0,009;0,485;0,44
"buongiorno";0,485;0,485;0,469;0,315;0,469;0,007;0,44
"brutto";0,007;0,485;0,349;0,485;0,469;0,485;0,44
"bomba";0,485;0,485;0,469;0,485;0,469;0,315;0,016
"bollire";0,315;0,485;0,469;0,315;0,469;0,315;0,44
"bistecca";0,315;0,315;0,469;0,485;0,349;0,485;0,44
"baffo";0,485;0,315;0,469;0,485;0,469;0,485;0,016
"aziendale";0,315;0,485;0,469;0,007;0,469;0,485;0,44
"attrarre";0,485;0,315;0,349;0,315;0,469;0,485;0,44
"assoluto";0,485;0,485;0,469;0,315;0,349;0,315;0,44
"artistico";0,007;0,485;0,469;0,485;0,469;0,485;0,416
"arrosto";0,485;0,315;0,469;0,315;0,469;0,315;0,44
"arrivo";0,315;0,485;0,469;0,485;0,469;0,485;0,016
"apericena";0;0,485;0,469;0,485;0,469;0,485;0,44
"affogare";0,485;0,485;0,349;0,485;0,469;0,485;0,016
"affabile";0,485;0,485;0,469;0,315;0,469;0,007;0,44
"adeguare";0,485;0,485;0,009;0,315;0,469;0,485;0,44
"accadere";0,007;0,485;0,469;0,315;0,469;0,485;0,44
"*RATING_2.8";0,132;0,57;0,151;0,57;0,556;0,57;0,53
"*RATING_4.8";0,961;0,237;0,985;0,961;0,985;0,961;0,23
"*RATING_3.2";0,237;0,277;0,277;0,961;0,985;0,961;0,23
"*RATING_4.6";0,128;0;0,115;0,849;0,078;0,505;0,092
"*RATING_3.4";0,031;0,418;0,401;0,502;0,401;0,418;0,629
"*RATING_4.2";0,397;0,397;0,888;0,018;0,355;0,967;0,672
"*RATING_2.2";0,315;0,485;0,009;0,485;0,469;0,485;0,44
"*RATING_4.25";1;1;1;1;1;1;1
"*RATING_3.8";0,188;0,724;0,608;0,724;0,671;0,011;0,576
"*RATING_4.4";0,724;0,724;0,173;0,116;0,608;0,543;0,576
"*RATING_3.6";0,961;0,277;0,985;0,277;0,277;0,237;0,885
"*RATING_3";0,005;0,437;0,496;0,214;0,198;0,214;0,664
"*RATING_2";0,132;0,57;0,556;0,57;0,556;0,57;0,192
"*RATING_5";0,165;0,642;0,151;0,165;0,718;0,642;0
"*RATING_4";0,816;0,214;0,198;0,437;0,496;0,437;0,612
"*RATING_2.6";0,485;0,485;0;0,485;0,469;0,485;0,44
