"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"86";0;0;0;0;0;0;3;3;3
"87";0;0;0;0;0;5;5;5;5
"88";0;0;0;0;0;5;5;5;5
"89";0;0;0;6;6;6;6;6;6
"90";0;0;0;0;0;0;0;0;0
"91";0;0;0;0;0;0;4;4;4
"92";0;0;0;0;0;0;0;2;2
"93";0;0;0;0;0;0;0;0;1
"94";0;0;0;0;0;5;5;5;5
"95";0;0;0;0;0;0;4;4;4
"96";0;0;0;0;0;0;4;4;4
"97";0;0;0;0;0;0;3;3;3
"98";0;0;0;0;0;0;0;0;1
"99";0;0;0;0;0;0;4;4;4
"100";0;0;0;0;0;5;5;5;5
"101";0;0;7;7;7;7;7;7;7
"102";0;0;0;0;0;0;4;4;4
"103";0;0;0;0;0;0;0;2;2
"104";0;0;0;6;6;6;6;6;6
"105";0;0;0;0;0;5;5;5;5
"106";0;0;0;0;0;0;3;3;3
"107";0;0;0;0;0;5;5;5;5
"108";0;0;0;0;0;0;0;0;0
"109";0;0;0;0;0;0;3;3;3
"110";0;0;0;0;0;0;0;0;0
"111";0;0;0;6;6;6;6;6;6
"112";0;0;0;6;6;6;6;6;6
"113";0;0;0;0;0;0;0;0;1
"114";0;0;7;7;7;7;7;7;7
"115";0;0;7;7;7;7;7;7;7
"116";0;0;7;7;7;7;7;7;7
"117";0;0;0;0;0;0;0;2;2
"118";0;0;7;7;7;7;7;7;7
"119";0;0;0;0;0;0;0;0;0
"120";0;0;0;0;0;0;0;0;0
"121";0;0;0;0;0;0;0;2;2
"122";0;0;0;6;6;6;6;6;6
"123";0;0;0;0;0;0;3;3;3
"124";0;0;7;7;7;7;7;7;7
"125";0;0;0;0;0;0;0;0;0
"126";0;0;7;7;7;7;7;7;7
"127";0;0;0;0;0;0;3;3;3
"128";0;0;0;6;6;6;6;6;6
"129";0;0;0;0;0;0;0;0;0
"130";0;0;0;0;0;0;0;2;2
"131";0;0;0;0;0;0;4;4;4
"132";0;0;0;0;0;0;0;2;2
"133";0;0;0;6;6;6;6;6;6
"134";0;0;0;6;6;6;6;6;6
"135";0;0;0;6;6;6;6;6;6
"136";0;0;7;7;7;7;7;7;7
"137";0;0;0;0;0;0;0;2;2
"138";0;0;0;0;0;0;0;0;1
"139";0;0;0;0;0;0;0;0;0
"140";0;0;0;0;0;0;3;3;3
"141";0;0;0;0;0;0;0;0;0
"142";0;0;0;0;0;0;0;0;0
"143";0;0;0;0;0;0;0;0;0
"144";0;0;0;0;0;0;4;4;4
"145";0;0;7;7;7;7;7;7;7
"146";0;0;0;0;0;0;0;2;2
"147";0;0;0;0;0;0;0;0;1
"148";0;0;0;0;0;0;4;4;4
"149";0;0;0;6;6;6;6;6;6
"150";0;0;0;0;0;0;0;0;1
"151";0;0;0;0;0;0;3;3;3
"152";0;0;0;0;0;0;0;0;1
