volontà	3
esterno	10
pietanza	17
perplesso	3
umido	3
can	12
noce	3
arrivo	3
nastro	3
passabile	4
scarso	14
prenotazione	17
recente	3
domenica	14
comunicazione	3
puro	5
guanciale	10
trancio	3
cocktail	17
mancanza	3
benvenuto	4
critica	3
piede	5
informale	7
stile	18
crocchetta	6
trattato	5
particolarmente	9
mitico	3
sorriso	6
base	15
possibilità	18
ristorazione	5
concerto	8
giudeo	4
squisito	22
simpatico	52
assaggio	10
formula	12
pizzeria	27
fedeltà	3
vegetariano	10
porto	3
settimana	9
romano	133
accoglienza	18
caro	7
superiore	8
cordialità	11
basso	14
americano	6
voto	7
mignon	4
cubano	3
terzo	4
insalata	15
mese	3
siciliano	6
gentilezza	20
dettaglio	6
quantità	21
mattatoio	5
sera	46
sublime	6
cameriere	55
immangiabile	3
noto	19
vivamente	17
buffet	13
piramide	3
pasticcino	6
vasto	10
sala	17
bicchiere	12
preciso	7
calice	10
direttamente	3
elevato	7
crudo	13
proposta	16
telefono	4
mesa|mese	7
roba	3
cattivo	5
familiare	15
giro	16
jazz	6
genere	4
teatro	10
mondo	3
bomba	3
primo	146
cioccolato	23
giornata	4
cordiale	34
ricco	16
coccio	7
pubblico	7
impressione	6
collega	17
addio	3
carbonaro	46
originale	16
orario	5
quadro	3
punto	19
particolare	20
amore	3
inutile	3
persiano	14
ambiente	50
disponibile	51
latta|latte	4
storico	12
disposizione	6
chiacchiera	3
mano	5
parere	5
minimo	6
sfizioso	9
riferimento	3
mare	7
avviso	10
carino	55
arte	4
raviolo	7
rustico	12
efficiente	8
breve	7
bufalo	5
coppia	10
pollo	21
baccalà	14
soldo	4
brutto	3
parmigiano	6
diverso	36
pepe	51
fame	3
porzione	27
polpo	8
medio	40
arredo	6
carciofo	51
insapore|insaporo	6
popolare	6
assenza	3
costo	16
personale	145
sufficiente	5
scelta	82
parecchio	6
aspettativa	8
abbacchio	7
quartiere	21
ricerca	8
crostino	4
proprio	40
sballo	3
tessera	3
divino	3
porta	6
rapporto	34
cittadino	3
insieme	8
dimensione	6
passione	4
banale	5
caffetteria	4
secondo	46
zafferano	4
oro	3
mensa	3
spuntino	7
versione	6
entrata	6
panna	12
verace	3
fila|filo	8
acqua	20
coupon	6
oliva	7
rosso	15
tagliolino	3
area	3
tavolino	5
problema	19
maritozzo	4
completo	3
corso	6
autentico	8
baffo	3
freddo	22
richiesta	11
salato	19
patata	23
preparazione	9
pulito	4
rapido	13
romanesco	12
tiepido	5
menta	4
invitante	8
famoso	10
ragù	3
cremoso	3
sottile	8
sorridente	9
numeroso	3
artigianale	10
evento	4
strano	3
pasticceria	27
casa	52
vero	23
disponibilità	5
prosciutto	7
sano	5
programma	6
sicuro	10
foto	7
padrone	3
supermercato	4
tartufo	10
leggero	22
fortuna	9
seguito	4
svariato	3
tranquillo	14
perfetto	15
mandorla	3
gestione	7
sincero	3
via	40
pizzetta	8
partita	4
turista	9
apertura	3
suggerimento	4
limitato	4
salto	4
cortese	31
senso	3
compagno	4
calma	4
ritardo	7
spiedo	3
meraviglioso	4
festa	10
grande	58
conto	37
bocca	4
personalmente	8
giapponese	16
pane	25
sedia	7
pronto	15
pena	18
lontano	4
comune	5
divertente	4
iraniano	3
vecchio	16
acquisto	5
superbo	5
delizioso	23
simpatia	16
titolo	4
abbinamento	4
semplicità	3
giovane	16
idea	19
persona	31
nuovo	23
buono	290
saluto	3
fortemente	3
fretta	4
manco	8
luogo	14
differenza	3
aperto	6
scortese	3
veloce	57
cottura	9
centrifugo	5
proprietario	43
bistecca	3
accettabile	6
temperatura	6
elegante	8
scortesia	3
bravo	18
impeccabile	14
venerdì	5
norma	11
hotel	3
musico	42
velocità	4
buonissimo	70
delicato	3
occhio	4
inglese	3
pieno	37
zucchina	3
spartano	5
spinacio	4
mani|mano	4
fresco	48
cinese	5
zabaione	5
ristoratore	3
polpetta	25
certo	11
impasto	14
carne	45
competenza	4
gratis	5
amico	74
testa	5
abbordabile	3
maniera	5
mercato	33
certezza	3
grigliata	3
vino	87
locale	304
glutine	3
professionalità	12
tendenza	3
anno	51
crema	12
tagliere	12
solo	69
cornetto	9
profumo	8
bevanda	13
colpo	3
negozio	5
storia	5
interessante	11
stupendo	3
melanzana	9
affabile	3
gelato	42
frutto	3
frutta	10
box	4
artistico	3
arancino	5
pace	4
competente	4
legna	4
fermata|fermato	3
scorso	6
castagnola	4
legno	4
spiegazione	5
supplì	32
vetrina	3
tradizionale	17
grana	4
viola	3
peggiore	3
variante	3
fatto	14
esperienza	25
forte	9
giorno	31
euro	50
normale	3
piccante	7
responsabilità	3
birra	32
passato	13
salvo	4
allergico	3
zuppa	7
presentazione	5
difficile	11
volo	3
rigatone	9
notte	3
seme	3
maleducato	5
pomodoro	16
figlio	9
capodanno	3
riso	18
trattoria	34
cortesia	9
zucca	15
pera	4
contesto	3
santo	5
classico	26
libero	4
superlativo	8
cece	7
massimo	10
fantasia	6
tradizione	41
modico	10
semplice	21
mastro	3
tipicamente	5
fettuccina	4
incredibile	3
sostanza	3
coerente	3
paio	5
fidanzato	3
centro	7
struttura	4
maiale	4
gradevole	14
materia	18
morbido	6
gustoso	30
compagnia	9
insipido	4
pagamento	3
seduta	3
visita	11
bianco	10
passaggio	11
prossimo	9
altissimo	5
coda	15
ordinazione	6
adatto	5
contorno	14
bambino	12
onesto	17
dessert	5
tavolo	84
bassissimo	3
tema	3
barbaro	5
spazio	14
spaghetto	9
fiore	13
spettacolare	7
musicista	5
credito	3
dolcetto	3
ricotta	9
bontà	5
metro	5
ristorante	104
aperitivo	30
tipico	49
piacimento	3
ingresso	6
prezzo	213
zona	54
cliente	43
chiaramente	3
assortimento	3
premuroso	3
nocciola	3
attenzione	13
solito	8
direttore	4
conoscenza	3
ottimo	316
linea	6
top	10
perfettamente	5
oggi	22
salume	11
cotto	6
grandissimo	3
salso	14
raramente	3
mediocre	4
gestore	14
importante	6
cacio	48
ragazzo	32
domanda	3
moda	3
atmosfera	43
frittata	3
osteria	11
luglio	5
variegato	3
parete	4
velocemente	4
robot	4
buongiorno	3
peccato	23
sporco	4
norcineria	3
assoluto	3
tempo	41
realtà	5
lavoratore	5
delusione	4
livello	14
plastica	5
cultura	3
mattina|mattino	7
parcheggio	5
stomaco	6
complesso	8
chiave	3
vellutato	3
sorpresa	14
secco	14
lista	9
splendido	12
gentile	99
facile	11
romantico	3
qualità	189
pugliese	6
scomodo	3
cuore	15
presenza	7
passeggiata	6
mille	3
latino	7
preferito	4
compleanno	9
frequentatore	3
garanzia	3
barista	4
burro	3
naturale	7
passo	10
staff	17
pausa	14
notturno	3
scadente	11
difficoltà	3
fragola	3
digeribile	4
piadina	10
radicchio	5
vendita	3
offerta	11
precedente	5
fagiolo	3
forma	4
antico	5
sgradevole	3
possibile	11
ragazza|ragazzo	19
bruschetta	14
spettacolo	6
scontrino	6
terrazza|terrazzo	3
cinema	6
zucchero	3
grazia	24
palato	11
cena	91
pranzo	64
marito	6
cotta	3
intimo	9
ombra	3
cartone	3
sito	7
pesce	35
felice	5
filo	4
viaggio	4
limone	5
dieta	3
drink	11
animazione	4
broccolo	3
monta|monte	4
faccia	3
antipasto	64
entusiasta	3
piatto	165
pistacchio	11
momento	6
abbondante	27
fondente	3
manzo	12
crostata	6
titolare	9
spazioso	5
piattino	7
anticipo	3
nipote	3
ideale	12
muro	3
favola	3
stagione	3
motivo	3
torta	33
famiglia	19
sicuramente	61
olio	13
uovo	3
pasto	13
pasta	46
vetro	3
inizio	9
pienamente	3
sgabello	4
dubbio	3
agio	5
banco	16
termine	3
gruppo	12
cantina	3
sottofondo	4
studente	4
varietà	26
petto	3
ricordo	7
stazione	4
ultimo	18
tantino	3
sollecito	3
strapieno	3
misto	14
selezione	5
filetto	7
duro	4
periodo	3
conferma	6
formaggio	21
giudizio	4
ingrediente	42
taglio	18
aziendale	3
eccezionale	25
parola	4
